GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C7L001,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9E001,C9E002,C9E003,C9E004,C9E005,C67001,C67002,C67003,C67004,C67005,C67006,C67007,C67008,C67009,C67010,C67011,C67012,C67013,C67014,C67015,C67016,C67017,C67018,C67019,C67020,C67021,C67022,C67023,C67024,C67025,C67026
"G0101170","1980","A","3","6","Alabama","01","1000","Shelby","117",,,,,,,,,,,,,"03",,,,,,,,"SHELBY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",66298,58982,6947,106,1,0,23,52,14,14,58,16,4,1,0,80,65875,237,34,30,122,1253,2212,2224,1149,1045,3492,4566,1143,1217,1193,1172,1327,1335,1304,1291,3399,6055,6299,8495,6099,2666,883,1190,3441,1491,357
"G0101190","1980","A","3","6","Alabama","01",,"Sumter","119",,,,,,,,,,,,,"06",,,,,,,,"SUMTER COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0",16908,5150,11711,5,0,0,2,4,1,0,5,4,4,0,2,20,16696,147,1,28,36,327,613,640,301,300,992,1229,304,345,355,408,386,400,430,375,957,1182,840,1326,1318,734,298,411,1479,745,213
"G0101210","1980","A","3","6","Alabama","01",,"Talladega","121",,,,,,,,,,,,,"03",,,,,,,,"TALLADEGA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",73826,50922,22745,40,0,1,13,15,7,11,22,1,2,5,1,41,73230,424,23,26,123,1228,2404,2262,1260,1286,4132,5571,1474,1581,1459,1473,1444,1366,1341,1247,3748,5394,5041,7660,7435,3603,1412,1879,5445,2219,462
"G0101230","1980","A","3","6","Alabama","01",,"Tallapoosa","123",,,,,,,,,,,,,"04",,,,,,,,"TALLAPOOSA COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",38676,28096,10451,13,0,0,2,1,3,1,19,0,5,0,0,85,38441,129,5,15,86,595,1068,1071,614,598,2044,2712,705,752,747,739,645,605,577,532,1699,2832,2601,4068,3966,2123,872,1156,3369,1553,433
"G0101250","1980","A","3","6","Alabama","01","8600","Tuscaloosa","125",,,,,,,,,,,,,"E",,,,,,,,"TUSCALOOSA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",137541,99335,37405,101,3,3,44,106,53,69,83,40,12,0,3,284,136324,705,75,67,370,2077,3950,3760,2014,1909,6545,8160,2050,2259,2219,2352,3625,4719,4573,4330,9356,12179,9752,13880,13299,6057,2274,2879,8450,3806,1067
"G0101270","1980","A","3","6","Alabama","01","1000","Walker","127",,,,,,,,,,,,,"03",,,,,,,,"WALKER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",68660,63547,4839,98,0,1,8,4,3,16,24,44,11,0,1,64,68310,171,4,22,153,1109,2055,2081,1054,1092,3494,4620,1229,1283,1273,1204,1245,1201,1115,1081,3294,5212,4999,7915,6906,3562,1330,1660,5414,2553,679
"G0101290","1980","A","3","6","Alabama","01",,"Washington","129",,,,,,,,,,,,,"07",,,,,,,,"WASHINGTON COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",16821,11280,4726,779,0,0,3,0,2,0,2,1,1,0,0,27,16684,111,2,12,12,330,569,577,326,293,960,1333,367,370,384,388,308,297,260,268,820,1277,1154,1846,1548,669,274,383,1123,537,160
"G0101310","1980","A","3","6","Alabama","01",,"Wilcox","131",,,,,,,,,,,,,"06",,,,,,,,"WILCOX COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",14755,4590,10151,3,0,0,1,0,3,0,1,0,2,0,0,4,14394,257,7,29,68,342,557,583,297,306,878,1219,346,349,335,359,320,262,214,219,618,974,788,1158,1207,660,250,369,1302,643,200
"G0101330","1980","A","3","6","Alabama","01",,"Winston","133",,,,,,,,,,,,,"05",,,,,,,,"WINSTON COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",21953,21818,69,27,0,0,7,0,3,10,8,0,1,0,0,10,21831,66,3,5,48,343,643,623,309,330,1096,1562,403,436,438,431,376,373,358,349,940,1596,1651,2758,2315,1111,444,540,1651,712,165
"G0200100","1980","S","4","9","Alaska","02",,"Aleutian Islands","010",,,,,,,,,,,,,"01",,,,,,,,"ALEUTIAN ISLANDS CENSUS AREA","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",7768,4775,329,92,27,1815,32,27,354,33,3,85,25,20,1,150,7471,136,29,4,128,132,269,227,127,122,296,368,89,100,83,111,214,346,349,327,864,1197,926,865,424,144,30,51,86,19,2
"G0200200","1980","B","4","9","Alaska","02","0380","Anchorage","020",,,,,,,,,,,,,"01",,,,,,,,"ANCHORAGE BOROUGH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",174431,148650,9258,3565,3856,1532,1053,328,966,1051,144,131,242,65,63,3527,169209,2457,604,103,2058,3701,6655,6066,2909,2749,9165,11416,2854,3057,3097,3191,2950,3281,3763,3843,12761,21714,19187,24728,15399,5355,1446,1624,2623,741,156
"G0200500","1980","S","4","9","Alaska","02",,"Bethel","050",,,,,,,,,,,,,"01",,,,,,,,"BETHEL CENSUS AREA","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",10999,1661,26,272,8944,31,6,4,12,2,0,0,0,0,6,35,10938,31,7,0,23,281,523,474,231,231,681,1007,260,293,291,289,236,218,233,253,686,1098,825,1142,780,283,95,158,314,102,15
"G0200600","1980","A","4","9","Alaska","02",,"Bristol Bay Borough","060",,,,,,,,,,,,,"01",,,,,,,,"BRISTOL BAY BOROUGH","0","0","0","0","1","0","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0",1094,660,47,11,44,305,0,1,1,0,0,0,1,2,0,22,1064,16,4,0,10,11,20,26,8,14,36,53,18,22,14,18,20,13,32,48,140,167,118,155,95,19,11,11,17,7,1
"G0200700","1980","S","4","9","Alaska","02",,"Dillingham","070",,,,,,,,,,,,,"01",,,,,,,,"DILLINGHAM CENSUS AREA","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",4616,1066,1,267,2028,1225,1,1,3,0,0,0,1,0,1,22,4593,4,3,0,16,90,196,164,87,85,248,392,131,129,117,141,101,112,87,94,313,482,364,516,362,140,43,53,116,38,15
"G0200900","1980","A","4","9","Alaska","02",,"Fairbanks North Star","090",,,,,,,,,,,,,"01",,,,,,,,"FAIRBANKS NORTH STAR BOROUGH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",53983,46106,3006,1839,1073,75,196,80,87,246,56,60,59,19,13,1068,52437,844,181,31,490,1219,2225,2007,941,908,2795,3333,779,803,866,852,932,1209,1364,1483,4203,7092,6040,7099,4082,1486,432,557,914,277,85
"G0201000","1980","A","4","9","Alaska","02",,"Haines","100",,,,,,,,,,,,,"01",,,,,,,,"HAINES BOROUGH","0","0","1","0","1","1","1","0","0","0","0","0","0","1","1","0","0","0","1","1","0",1680,1430,3,205,4,5,1,0,2,1,1,0,0,0,0,28,1667,8,4,0,1,35,56,46,23,22,80,131,30,49,37,48,26,17,18,26,76,160,177,252,148,80,24,41,67,10,1
"G0201100","1980","B","4","9","Alaska","02",,"Juneau","110",,,,,,,,,,,,,"01",,,,,,,,"JUNEAU BOROUGH","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",19528,16459,142,2010,115,65,41,29,374,10,25,14,6,0,5,233,19145,180,30,4,169,413,626,642,296,293,925,1266,326,359,384,385,303,266,286,313,1206,2362,2214,2880,1793,716,241,262,557,173,41
"G0201220","1980","A","4","9","Alaska","02",,"Kenai Peninsula","122",,,,,,,,,,,,,"01",,,,,,,,"KENAI PENINSULA BOROUGH","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",25282,23099,41,812,337,589,54,10,81,32,2,9,9,1,2,204,24924,186,6,3,163,556,958,941,446,449,1516,1833,469,444,525,476,389,362,397,411,1441,2870,2593,3458,2383,885,297,356,633,170,24
"G0201300","1980","A","4","9","Alaska","02",,"Ketchikan Gateway","130",,,,,,,,,,,,,"01",,,,,,,,"KETCHIKAN GATEWAY BOROUGH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11316,9479,46,1314,40,52,26,6,217,5,1,15,6,5,4,100,11110,100,4,4,98,226,397,373,185,177,549,784,187,208,208,231,195,203,181,185,674,1184,1007,1554,1107,511,171,177,427,174,41
"G0201400","1980","S","4","9","Alaska","02",,"Kobuk","140",,,,,,,,,,,,,"01",,,,,,,,"KOBUK CENSUS AREA","0","0","1","0","1","0","1","1","0","0","0","1","0","1","1","0","0","0","1","1","0",4831,683,7,35,4075,3,3,0,0,1,0,0,0,0,2,22,4816,7,2,0,6,121,244,206,107,108,322,394,135,141,122,123,101,121,100,123,287,463,351,415,377,127,38,56,166,66,17
"G0201500","1980","A","4","9","Alaska","02",,"Kodiak Island","150",,,,,,,,,,,,,"01",,,,,,,,"KODIAK ISLAND BOROUGH","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",9939,7046,72,106,68,1710,33,9,624,61,1,19,15,9,24,142,9635,163,11,0,130,233,402,350,173,161,489,617,146,147,168,162,172,230,227,239,799,1369,1100,1279,733,291,94,103,179,65,11
"G0201700","1980","A","4","9","Alaska","02",,"Matanuska-Susitna","170",,,,,,,,,,,,,"01",,,,,,,,"MATANUSKA-SUSITNA BOROUGH","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",17816,16844,90,328,232,128,15,3,14,14,2,0,8,3,2,133,17592,118,11,5,90,406,740,665,330,332,1045,1408,350,389,395,358,274,210,226,225,829,1893,1794,2518,1636,621,178,264,519,156,55
"G0201800","1980","S","4","9","Alaska","02",,"Nome","180",,,,,,,,,,,,,"01",,,,,,,,"NOME CENSUS AREA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0",6537,1278,22,43,5118,13,4,0,9,6,0,12,1,0,0,31,6510,12,6,0,9,151,296,286,135,144,391,537,150,129,157,168,116,150,150,115,404,650,513,680,526,212,59,79,249,77,13
"G0201850","1980","A","4","9","Alaska","02",,"North Slope","185",,,,,,,,,,,,,"01",,,,,,,,"NORTH SLOPE BOROUGH","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0",4199,914,22,26,3195,4,0,0,10,9,1,1,2,0,1,14,4167,13,0,0,19,100,175,141,73,73,211,271,113,118,94,96,91,105,93,95,282,493,376,492,376,112,35,36,114,26,8
"G0202010","1980","S","4","9","Alaska","02",,"Prince Of Wales-Outer Ketchikan","201",,,,,,,,,,,,,"01",,,,,,,,"PRINCE OF WALES-OUTER KETCHIKAN CENSUS AREA","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0",3822,2080,11,1606,25,20,0,0,3,2,0,0,1,13,0,61,3791,17,0,0,14,96,167,131,66,48,214,291,82,75,75,98,66,89,77,57,229,403,334,489,359,130,43,52,98,38,15
"G0202200","1980","B","4","9","Alaska","02",,"Sitka","220",,,,,,,,,,,,,"01",,,,,,,,"SITKA BOROUGH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7803,5768,44,1506,95,68,63,9,156,0,0,0,1,1,5,87,7695,54,3,5,46,185,313,297,124,122,422,528,138,157,140,150,141,143,155,155,493,877,718,1062,694,265,64,99,200,128,33
"G0202310","1980","S","4","9","Alaska","02",,"Skagway-Yakutat-Angoon","231",,,,,,,,,,,,,"01",,,,,,,,"SKAGWAY-YAKUTAT-ANGOON CENSUS AREA","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",3478,1941,5,1410,35,17,2,0,3,3,0,2,4,5,2,49,3437,15,4,0,22,93,145,146,65,48,201,234,74,71,64,71,65,53,44,60,171,421,346,426,265,135,42,46,126,56,10
"G0202400","1980","S","4","9","Alaska","02",,"Southeast Fairbanks","240",,,,,,,,,,,,,"01",,,,,,,,"SOUTHEAST FAIRBANKS CENSUS AREA","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",5676,4473,284,683,33,9,7,3,21,43,0,7,7,6,0,100,5477,77,31,0,91,139,249,250,127,101,334,417,95,110,95,90,69,108,142,146,424,693,614,757,353,139,31,51,95,34,13
"G0202610","1980","S","4","9","Alaska","02",,"Valdez-Cordova","261",,,,,,,,,,,,,"01",,,,,,,,"VALDEZ-CORDOVA CENSUS AREA","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",8348,6915,58,580,127,353,13,7,107,8,4,26,12,0,0,138,8150,95,8,2,93,185,288,260,113,107,424,571,145,150,180,161,145,148,148,146,510,1016,864,1175,805,319,79,114,212,69,14
"G0202700","1980","S","4","9","Alaska","02",,"Wade Hampton","270",,,,,,,,,,,,,"01",,,,,,,,"WADE HAMPTON CENSUS AREA","0","0","1","0","1","1","1","0","0","0","0","0","0","1","1","0","0","0","1","1","0",4665,296,3,8,4335,4,0,3,1,1,1,0,0,0,2,11,4655,3,0,1,6,87,223,249,130,130,321,494,119,132,122,107,106,112,104,100,261,381,318,384,355,163,48,41,130,42,6
"G0202800","1980","S","4","9","Alaska","02",,"Wrangell-Petersburg","280",,,,,,,,,,,,,"01",,,,,,,,"WRANGELL-PETERSBURG CENSUS AREA","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0",6167,4812,9,1124,12,54,42,1,36,5,0,0,1,0,1,70,6078,41,11,0,37,131,227,229,115,101,339,410,94,113,91,113,104,95,114,118,348,733,585,750,551,252,96,105,244,83,26
"G0202900","1980","S","4","9","Alaska","02",,"Yukon-Koyukuk","290",,,,,,,,,,,,,"01",,,,,,,,"YUKON-KOYUKUK CENSUS AREA","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",7873,3293,117,4027,326,13,3,1,11,3,0,2,1,0,0,76,7783,38,6,4,42,162,314,312,145,145,413,565,178,184,178,149,146,130,114,166,557,927,799,946,640,232,75,88,226,65,17
"G0400010","1980","A","4","8","Arizona","04",,"Apache","001",,,,,,,,,,,,,"01",,,,,,,,"APACHE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",52108,11902,271,39024,11,0,6,8,14,8,5,15,2,1,6,835,50125,1236,9,3,735,1470,2669,2653,1244,1202,3713,4976,1289,1421,1337,1328,1150,1052,953,888,2597,3986,3437,5246,3944,1536,525,682,1743,767,300
"G0400030","1980","A","4","8","Arizona","04",,"Cochise","003",,,,,,,,,,,,,"02",,,,,,,,"COCHISE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",85686,73261,3224,489,2,5,334,132,207,485,33,90,76,65,11,7272,62840,20932,342,44,1528,1560,2864,2812,1427,1410,4474,5947,1549,1639,1752,1689,1522,1513,1522,1421,4495,6817,6198,9642,8484,4157,1657,2338,5842,2373,582
"G0400050","1980","A","4","8","Arizona","04",,"Coconino","005",,,,,,,,,,,,,"01",,,,,,,,"COCONINO COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",75008,49235,1275,20904,7,2,47,124,33,37,49,22,14,6,5,3248,67693,6153,33,8,1121,1633,2856,2754,1357,1336,4074,5252,1286,1379,1439,1394,2086,2642,2698,2649,5766,7679,5832,7563,5609,2296,762,1113,2362,927,264
"G0400070","1980","A","4","8","Arizona","04",,"Gila","007",,,,,,,,,,,,,"01",,,,,,,,"GILA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37080,30147,88,5083,1,1,12,32,15,18,9,3,1,0,0,1670,29357,7152,27,6,538,664,1259,1231,647,604,1932,2632,686,709,701,706,571,540,513,474,1539,2659,2416,3950,3616,2172,874,1245,3355,1130,255
"G0400090","1980","A","4","8","Arizona","04",,"Graham","009",,,,,,,,,,,,,"02",,,,,,,,"GRAHAM COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",22862,17085,474,2740,4,0,5,16,8,2,1,10,11,6,1,2499,17405,5023,11,1,422,556,948,853,431,437,1302,1790,469,414,517,478,465,475,435,406,1102,1770,1544,2383,2030,894,345,564,1467,612,175
"G0400110","1980","A","4","8","Arizona","04",,"Greenlee","011",,,,,,,,,,,,,"02",,,,,,,,"GREENLEE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",11406,9357,18,229,0,6,3,2,13,5,5,0,0,0,1,1767,5960,5151,10,1,284,286,557,474,244,251,754,869,197,253,197,244,134,176,163,160,594,978,846,1179,1159,558,163,237,508,188,37
"G0400130","1980","A","4","8","Arizona","04","6200","Maricopa","013",,,,,,,,,,,,,"A",,,,,,,,"MARICOPA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1509052,1307455,48113,22788,59,56,2448,4208,2001,1355,1199,1215,437,162,94,117462,1310049,177546,2152,545,18760,25443,44601,43240,21611,21253,69639,94254,23969,25926,26596,27342,27777,29733,29801,29213,88370,133231,119644,170492,140340,73407,27720,40718,113935,49486,11311
"G0400150","1980","A","4","8","Arizona","04",,"Mohave","015",,,,,,,,,,,,,"01",,,,,,,,"MOHAVE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",55865,53477,99,1462,3,4,51,44,28,14,33,27,18,2,0,603,53717,1574,74,16,484,826,1416,1476,725,701,2357,3344,872,929,981,938,804,747,723,637,2148,3577,3469,5883,6063,4221,1739,2741,6485,1734,329
"G0400170","1980","A","4","8","Arizona","04",,"Navajo","017",,,,,,,,,,,,,"01",,,,,,,,"NAVAJO COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",67629,32543,597,32122,3,4,19,83,31,5,28,17,13,3,2,2159,63091,3594,43,5,896,1756,3254,3171,1524,1493,4667,6144,1570,1630,1614,1579,1292,1237,1194,1089,3218,5153,4682,7261,5495,2456,824,1245,2722,1052,307
"G0400190","1980","A","4","8","Arizona","04","8520","Pima","019",,,,,,,,,,,,,"B",,,,,,,,"PIMA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",531443,442888,15118,14880,32,16,853,1892,634,409,428,451,175,63,17,53587,420025,100085,955,351,10027,8361,15080,14623,7289,6928,23375,31505,8200,8753,9226,9189,10225,11300,11685,11746,33477,50089,41437,56448,49409,26394,9956,14554,39517,18193,4484
"G0400210","1980","A","4","8","Arizona","04",,"Pinal","021",,,,,,,,,,,,,"02",,,,,,,,"PINAL COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",90918,61849,3017,8487,8,4,26,107,81,18,36,23,7,4,3,17248,64166,25150,84,12,1506,1775,3145,3121,1635,1563,5093,6591,1739,1743,1808,1786,1650,1692,1646,1449,4536,7253,6354,9452,8814,4317,1580,2463,6774,2473,466
"G0400230","1980","A","4","8","Arizona","04",,"Santa Cruz","023",,,,,,,,,,,,,"02",,,,,,,,"SANTA CRUZ COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",20459,16515,69,57,0,0,30,11,3,8,30,3,8,2,0,3723,5230,14493,45,31,660,442,811,807,404,378,1320,1534,405,468,447,406,376,308,330,249,874,1553,1446,2206,1978,974,365,474,1260,502,142
"G0400250","1980","A","4","8","Arizona","04",,"Yavapai","025",,,,,,,,,,,,,"01",,,,,,,,"YAVAPAI COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",68145,65322,193,997,4,4,26,47,22,19,24,25,16,7,1,1438,63940,3508,37,13,647,999,1693,1607,796,767,2655,3760,980,1055,1156,1031,1042,998,904,779,2418,4375,4174,6791,6792,4731,1981,3320,9109,3441,791
"G0400270","1980","A","4","8","Arizona","04",,"Yuma","027",,,,,,,,,,,,,"02",,,,,,,,"YUMA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",90554,69725,2421,3236,4,7,214,114,258,66,222,31,30,32,5,14189,63916,24813,226,35,1564,1774,3262,3101,1641,1456,4958,6300,1464,1643,1532,1589,1704,1842,2035,1916,4971,6931,6285,9492,8087,4394,1688,2527,7041,2486,435
"G0500010","1980","A","3","7","Arkansas","05",,"Arkansas","001",,,,,,,,,,,,,"07",,,,,,,,"ARKANSAS COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",24175,19280,4805,44,0,0,0,6,10,1,4,12,0,0,0,13,24057,83,1,6,28,365,787,767,361,337,1118,1523,415,402,453,388,462,329,378,403,1084,1976,1524,2428,2700,1252,592,710,1979,1108,334
"G0500030","1980","A","3","7","Arkansas","05",,"Ashley","003",,,,,,,,,,,,,"06",,,,,,,,"ASHLEY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",26538,19230,7237,23,3,0,1,2,2,3,6,6,5,0,0,20,26376,112,3,20,27,506,852,859,384,453,1464,2010,508,533,585,506,477,421,400,377,1120,1829,1836,3042,2586,1209,471,701,2068,1016,325
"G0500050","1980","A","3","7","Arkansas","05",,"Baxter","005",,,,,,,,,,,,,"09",,,,,,,,"BAXTER COUNTY","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",27409,27252,26,65,0,0,6,1,1,3,19,7,0,1,0,28,27261,67,9,1,71,263,547,606,293,263,981,1395,398,403,418,415,313,255,249,243,802,1379,1535,2529,2484,1805,812,1530,5227,1882,382
"G0500070","1980","A","3","7","Arkansas","05","2580","Benton","007",,,,,,,,,,,,,"01",,,,,,,,"BENTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",78115,76644,50,948,0,1,12,36,26,17,35,107,8,4,0,227,77547,359,27,6,176,1151,2172,2171,1102,1037,3566,4704,1283,1294,1414,1453,1267,1240,1216,1248,3570,5441,5280,8430,7599,4248,1850,2912,8236,3342,889
"G0500090","1980","A","3","7","Arkansas","05",,"Boone","009",,,,,,,,,,,,,"09",,,,,,,,"BOONE COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",26067,25950,2,63,0,1,3,1,1,6,6,3,1,2,0,28,25917,103,5,1,41,403,761,678,349,369,1148,1551,414,455,447,460,449,416,347,374,1122,1902,1763,2859,2698,1412,537,801,2563,1361,428
"G0500110","1980","A","3","7","Arkansas","05",,"Bradley","011",,,,,,,,,,,,,"06",,,,,,,,"BRADLEY COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",13803,9736,4022,10,0,0,3,1,1,2,2,0,0,0,0,26,13724,51,0,0,28,224,382,406,206,197,593,877,244,255,267,262,238,225,191,188,568,866,746,1399,1363,758,312,493,1491,831,221
"G0500130","1980","A","3","7","Arkansas","05",,"Calhoun","013",,,,,,,,,,,,,"06",,,,,,,,"CALHOUN COUNTY","0","0","0","1","1","0","1","1","0","0","0","0","1","1","0","0","0","0","0","1","1",6079,4354,1706,3,0,0,0,1,1,0,0,4,6,0,0,4,6064,8,1,0,6,101,178,163,92,69,245,382,106,115,115,129,126,159,137,97,263,375,366,606,573,324,139,195,582,340,102
"G0500150","1980","A","3","7","Arkansas","05",,"Carroll","015",,,,,,,,,,,,,"09",,,,,,,,"CARROLL COUNTY","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0",16203,16067,4,74,0,0,1,0,0,7,7,7,1,0,0,35,16093,65,13,0,32,244,379,423,196,202,648,890,240,274,271,257,217,222,218,180,579,1035,1122,1752,1715,1013,397,667,1879,946,237
"G0500170","1980","A","3","7","Arkansas","05",,"Chicot","017",,,,,,,,,,,,,"08",,,,,,,,"CHICOT COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",17793,8217,9414,16,1,0,1,85,4,0,1,23,1,0,0,30,17578,128,13,38,36,378,646,656,326,347,1020,1370,358,394,374,399,348,291,269,272,740,1146,916,1494,1620,823,353,505,1598,917,233
"G0500190","1980","A","3","7","Arkansas","05",,"Clark","019",,,,,,,,,,,,,"06",,,,,,,,"CLARK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",23326,18133,5079,24,0,0,11,14,2,5,5,1,11,0,0,41,23156,102,0,8,60,316,580,604,358,305,950,1242,312,359,377,409,716,867,854,782,1363,1638,1439,2240,2022,1119,440,675,2018,1051,290
"G0500210","1980","A","3","7","Arkansas","05",,"Clay","021",,,,,,,,,,,,,"07",,,,,,,,"CLAY COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",20616,20558,3,28,0,0,1,0,1,5,8,0,0,0,0,12,20481,82,1,10,42,273,527,539,287,267,837,1289,341,395,444,379,333,278,270,273,768,1250,1190,2303,2200,1189,451,712,2427,1137,257
"G0500230","1980","A","3","7","Arkansas","05",,"Cleburne","023",,,,,,,,,,,,,"09",,,,,,,,"CLEBURNE COUNTY","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",16909,16826,4,41,0,0,1,2,0,1,4,4,0,0,0,26,16832,47,3,2,25,215,415,424,192,220,700,1027,279,300,294,299,237,228,231,201,625,933,975,1973,1914,1091,443,659,2053,784,197
"G0500250","1980","A","3","7","Arkansas","05",,"Cleveland","025",,,,,,,,,,,,,"06",,,,,,,,"CLEVELAND COUNTY","0","0","0","1","1","0","1","1","0","0","0","0","1","1","0","0","0","0","1","1","1",7868,6657,1194,5,0,0,2,0,5,2,0,0,0,0,0,3,7851,14,0,0,3,107,216,208,118,118,394,549,158,141,162,172,118,120,110,96,308,455,595,924,773,384,153,220,766,393,110
"G0500270","1980","A","3","7","Arkansas","05",,"Columbia","027",,,,,,,,,,,,,"05",,,,,,,,"COLUMBIA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",26644,17270,9242,58,1,0,7,0,0,3,11,7,2,0,0,43,26432,133,7,8,64,441,767,721,353,336,1194,1681,478,457,480,550,590,666,592,515,1297,1777,1530,2662,2680,1341,543,763,2456,1373,401
