G_ZCTA,ZCTA,year,totWrkE,eduP,hghRskP,hltCrP,retailP
G13157,13157,2018,104,3.85,11.54,14.42,19.23
G13158,13158,2018,717,14.5,26.92,11.99,9.76
G13159,13159,2018,2901,15.86,19.58,12.72,9.27
G13160,13160,2018,1077,15.88,25.26,9.38,8.26
G13162,13162,2018,143,0,50.35,11.19,0
G13163,13163,2018,158,12.03,17.72,10.76,4.43
G13164,13164,2018,1168,19.35,17.81,16.87,7.28
G13165,13165,2018,5309,10.36,28.99,15.13,15.46
G13166,13166,2018,2860,6.57,28.32,17.41,13.18
G13167,13167,2018,1546,10.41,21.47,8.47,12.23
G13202,13202,2018,1948,10.93,8.68,24.08,10.01
G13203,13203,2018,6771,11.43,11.08,15.99,13.37
G13204,13204,2018,7886,8.08,11.34,20.94,13.52
G13205,13205,2018,5848,10.91,11.37,24.61,14.42
G13206,13206,2018,7939,10.61,10.25,21.7,12.8
G13207,13207,2018,6142,13.48,12.47,22.81,9.31
G13208,13208,2018,9100,7.2,18.58,18.95,10.62
G13209,13209,2018,6384,8.52,16.89,15.54,12.25
G13210,13210,2018,10838,34.88,5.21,13.15,7.88
G13211,13211,2018,3003,3.56,16.58,15.88,12.65
G13212,13212,2018,10445,10.22,16.24,14.22,15.14
G13214,13214,2018,4055,21.87,8.98,17.21,10.46
G13215,13215,2018,7627,14.32,15.29,16.11,10.69
G13219,13219,2018,7466,13.23,10.84,17.59,12.63
G13224,13224,2018,3742,21.65,9.35,22.8,8.39
G13290,13290,2018,0,NA,NA,NA,NA
G13301,13301,2018,26,0,0,30.77,34.62
G13302,13302,2018,722,6.51,30.06,13.85,12.47
G13303,13303,2018,596,3.69,19.63,10.91,24.33
G13304,13304,2018,816,11.89,17.89,10.29,15.07
G13305,13305,2018,140,4.29,37.86,32.14,0
G13308,13308,2018,1512,5.75,16.93,14.68,16.67
G13309,13309,2018,2627,9.63,22.23,18.69,13.29
G13310,13310,2018,333,12.01,17.72,7.21,9.61
G13312,13312,2018,176,4.55,35.23,15.34,2.84
G13313,13313,2018,216,4.63,24.54,18.98,21.76
G13314,13314,2018,144,11.11,16.67,11.81,8.33
G13315,13315,2018,736,8.42,22.96,18.34,8.7
G13316,13316,2018,2744,13.19,20.88,12.43,14.58
G13317,13317,2018,1835,10.9,24.85,15.04,18.86
G13318,13318,2018,706,14.73,19.83,18.13,9.92
G13319,13319,2018,465,7.96,9.03,20.86,8.17
G13320,13320,2018,1145,10.74,20.35,19.13,17.47
G13321,13321,2018,463,5.62,17.93,15.12,20.73
G13322,13322,2018,555,12.61,25.23,10.81,13.51
G13323,13323,2018,5046,27.51,10.84,16.17,9.08
G13324,13324,2018,976,11.48,24.39,12.5,15.16
G13325,13325,2018,488,9.43,38.93,17.21,7.38
G13326,13326,2018,2657,8.09,14.38,32.18,4.93
G13327,13327,2018,946,11.42,41.44,12.9,6.77
G13328,13328,2018,876,17.24,21,17.69,7.88
G13329,13329,2018,1752,13.01,30.71,16.78,13.13
G13331,13331,2018,63,17.46,11.11,0,47.62
G13332,13332,2018,1361,23.66,28.95,9.33,8.16
G13333,13333,2018,9,0,0,55.56,0
G13334,13334,2018,529,2.65,49.34,4.73,3.59
G13335,13335,2018,761,10.78,29.7,19.05,7.75
G13337,13337,2018,347,8.36,13.83,31.12,0
G13338,13338,2018,482,8.92,19.71,15.15,9.75
G13339,13339,2018,2833,7.7,28.56,15.43,14.05
G13340,13340,2018,3861,8.47,15.59,20.82,14.01
G13341,13341,2018,80,27.5,28.75,28.75,0
G13342,13342,2018,128,12.5,32.03,12.5,14.06
G13343,13343,2018,808,10.27,38.12,9.9,11.51
G13345,13345,2018,93,0,44.09,26.88,13.98
G13346,13346,2018,2478,47.82,10.17,10.41,6.38
G13348,13348,2018,762,8.27,23.88,24.02,10.63
G13350,13350,2018,4441,11.19,16.53,18.85,15.36
G13352,13352,2018,11,0,100,0,0
G13353,13353,2018,2,0,0,0,0
G13354,13354,2018,2139,15.05,22.63,14.91,13.93
G13355,13355,2018,438,8.9,18.95,14.84,24.66
G13357,13357,2018,4768,11.64,21.6,22.34,10.86
G13360,13360,2018,92,10.87,10.87,6.52,5.43
G13361,13361,2018,330,13.94,37.88,17.88,3.64
G13362,13362,2018,73,9.59,15.07,24.66,21.92
G13363,13363,2018,1179,12.89,22.05,8.4,8.82
G13364,13364,2018,73,5.48,27.4,13.7,20.55
G13365,13365,2018,3909,12.1,27.35,14.33,13.07
G13367,13367,2018,3717,14.74,30.59,14.47,11.3
G13368,13368,2018,458,12.88,27.95,11.57,8.95
G13402,13402,2018,1036,9.85,33.59,7.82,6.18
G13403,13403,2018,2244,17.47,14.71,16.49,13.46
G13404,13404,2018,48,0,64.58,10.42,0
G13406,13406,2018,295,21.36,24.07,15.59,10.51
G13407,13407,2018,2395,8.6,17.66,18.62,17.79
G13408,13408,2018,1519,25.54,20.08,17.31,8.16
G13409,13409,2018,1260,10.32,29.37,14.76,13.33
G13410,13410,2018,126,6.35,29.37,11.9,9.52
G13411,13411,2018,1394,7.68,25.9,24.1,8.11
G13413,13413,2018,8074,17.41,13.66,19.22,10
G13415,13415,2018,36,8.33,38.89,0,27.78
G13416,13416,2018,1113,12.94,27.31,16.98,10.24
G13417,13417,2018,1601,4.81,12.55,28.36,17.49
G13418,13418,2018,149,4.7,36.24,22.15,6.04
G13420,13420,2018,445,6.97,24.49,13.26,3.37
G13421,13421,2018,5881,11.34,15.81,16.31,9.47
G13424,13424,2018,968,10.43,11.36,23.45,6.92
G13425,13425,2018,870,6.67,35.52,18.74,3.68
G13428,13428,2018,648,13.43,26.85,18.21,14.97
G13431,13431,2018,812,7.64,23.4,13.05,11.58
G13433,13433,2018,744,9.41,25.94,11.02,12.23
G13435,13435,2018,119,1.68,15.97,19.33,15.97
G13436,13436,2018,60,0,35,0,13.33
G13437,13437,2018,175,10.29,32,8.57,14.29
G13438,13438,2018,1494,11.91,21.49,11.31,12.78
G13439,13439,2018,1643,5.66,27.39,20.57,12.23
G13440,13440,2018,17762,8.84,13.96,18.4,13.42
G13441,13441,2018,82,0,0,47.56,0
G13450,13450,2018,29,0,75.86,13.79,0
G13452,13452,2018,2003,8.29,29.61,18.22,15.13
G13454,13454,2018,239,9.21,33.47,11.3,9.62
G13456,13456,2018,2012,11.18,15.46,24.16,12.38
G13459,13459,2018,1165,10.39,29.18,11.16,13.22
G13460,13460,2018,2082,12.01,27.57,10.57,12.25
G13461,13461,2018,1436,15.6,17.48,14.48,10.1
G13464,13464,2018,615,11.87,27.8,13.01,10.57
G13468,13468,2018,253,9.09,18.18,22.92,18.97
G13469,13469,2018,459,1.09,21.13,29.63,8.28
G13470,13470,2018,246,5.28,28.86,19.92,16.67
G13471,13471,2018,1462,10.19,22.91,13.13,10.53
G13472,13472,2018,21,0,100,0,0
G13473,13473,2018,335,12.54,40.3,7.76,5.67
G13475,13475,2018,8,0,0,37.5,0
G13476,13476,2018,1678,10.25,26.7,15.02,9.65
G13477,13477,2018,696,10.34,36.06,17.82,10.49
G13478,13478,2018,1183,8.71,15.64,11.83,5.58
G13480,13480,2018,1673,11.12,22.95,16.86,9.62
G13483,13483,2018,173,0,51.45,0,18.5
G13484,13484,2018,144,8.33,36.81,47.22,0
G13485,13485,2018,497,10.06,32.6,14.49,7.24
G13486,13486,2018,387,2.84,16.8,23.26,6.2
G13488,13488,2018,65,27.69,13.85,24.62,0
G13489,13489,2018,262,14.12,28.63,8.4,9.16
G13490,13490,2018,724,8.56,18.37,5.39,8.15
G13491,13491,2018,1779,10.68,32.77,13.43,10.23
G13492,13492,2018,5710,11.19,12.47,20.82,8.83
G13493,13493,2018,792,5.43,29.8,6.69,19.82
G13494,13494,2018,193,14.51,13.99,7.25,20.21
G13495,13495,2018,979,7.56,12.05,16.34,10.52
G13501,13501,2018,14954,11.21,15.35,20.5,11.94
G13502,13502,2018,14343,10.33,13,20.48,11.27
G13601,13601,2018,16028,9.28,10.95,17.74,14.49
G13602,13602,2018,63,0,9.52,65.08,0
G13603,13603,2018,1773,6.2,3.72,16.69,18.33
G13605,13605,2018,2046,11.73,29.37,16.81,12.37
G13606,13606,2018,1442,14.15,20.04,6.38,23.16
G13607,13607,2018,552,10.51,18.66,9.06,7.97
G13608,13608,2018,594,17.68,20.71,12.79,17.17
G13612,13612,2018,951,12.83,12.2,15.25,13.56
G13613,13613,2018,1133,17.39,21.18,12.09,11.03
G13614,13614,2018,153,11.11,14.38,28.76,9.8
G13615,13615,2018,538,12.64,13.57,14.87,8.36
G13616,13616,2018,891,11.45,14.37,19.42,20.31
G13617,13617,2018,4353,30.67,11.83,15.48,10.73
G13618,13618,2018,673,10.85,18.13,10.4,15.9
G13619,13619,2018,4492,11.04,19.5,19.15,13.31
G13620,13620,2018,658,7.14,30.24,17.02,5.62
G13621,13621,2018,180,18.89,33.33,16.11,10
G13622,13622,2018,1152,16.75,11.11,10.5,11.81
G13623,13623,2018,3,0,0,0,0
G13624,13624,2018,2433,11.92,19.19,10.65,11.88
G13625,13625,2018,736,30.03,14.95,17.8,13.04
G13626,13626,2018,1096,10.95,27.1,13.23,13.5
G13628,13628,2018,79,10.13,15.19,13.92,22.78
G13630,13630,2018,520,8.65,21.35,16.54,15.38
G13633,13633,2018,160,20,37.5,18.12,1.25
G13634,13634,2018,1860,9.03,15.75,18.28,16.61
G13635,13635,2018,433,12.7,15.24,19.4,14.55
G13636,13636,2018,95,4.21,33.68,11.58,14.74
G13637,13637,2018,1570,13.95,9.24,10.83,5.29
G13638,13638,2018,148,0,4.73,37.16,0
G13639,13639,2018,124,4.03,19.35,30.65,5.65
G13640,13640,2018,113,11.5,17.7,13.27,10.62
G13641,13641,2018,14,64.29,35.71,0,0
G13642,13642,2018,3822,8.82,19.05,11.7,17.92
G13643,13643,2018,0,NA,NA,NA,NA
G13646,13646,2018,789,7.98,24.71,22.05,10.9
G13647,13647,2018,4,100,0,0,0
G13648,13648,2018,880,12.95,25.23,15.34,10.45
G13650,13650,2018,756,9.26,33.86,8.73,17.46
G13651,13651,2018,46,0,6.52,19.57,8.7
G13652,13652,2018,670,11.79,13.73,28.81,14.63
G13654,13654,2018,1049,9.63,27.45,18.68,10.87
G13655,13655,2018,992,25.81,28.83,2.12,1.51
G13656,13656,2018,1225,9.8,35.76,9.96,8.57
G13658,13658,2018,994,13.78,19.22,14.29,13.28
G13659,13659,2018,193,14.51,24.87,21.24,6.22
G13660,13660,2018,746,8.98,23.59,15.42,10.72
G13661,13661,2018,629,18.44,29.73,7.31,10.81
G13662,13662,2018,6729,13.98,17.97,14.77,12.62
G13664,13664,2018,126,16.67,14.29,17.46,19.05
G13665,13665,2018,353,3.4,56.09,10.76,3.68
G13666,13666,2018,94,6.38,7.45,28.72,27.66
G13667,13667,2018,1227,9.37,16.87,25.18,7.33
G13668,13668,2018,1615,17.71,13.56,17.4,14.37
G13669,13669,2018,6011,11.03,14.66,24.27,13.82
G13670,13670,2018,155,12.26,24.52,25.81,11.61
G13672,13672,2018,360,25.83,7.5,3.61,8.06
G13673,13673,2018,1015,13.4,14.38,12.91,15.27
G13674,13674,2018,23,0,100,0,0
G13675,13675,2018,143,13.29,21.68,0,59.44
G13676,13676,2018,6754,33.08,11.34,14.21,11.82
G13677,13677,2018,35,0,0,0,100
G13678,13678,2018,116,0,0,44.83,0
G13679,13679,2018,960,18.33,13.23,10.1,15.21
G13680,13680,2018,619,13.89,24.72,15.99,19.55
G13681,13681,2018,315,5.4,32.38,9.84,8.57
G13682,13682,2018,385,12.21,23.9,17.92,10.13
G13684,13684,2018,475,10.53,15.16,14.32,21.47
G13685,13685,2018,886,12.19,19.3,23.14,7.79
G13687,13687,2018,204,26.96,12.75,8.82,26.96
G13690,13690,2018,271,18.45,26.94,21.03,8.86
G13691,13691,2018,1226,13.38,22.76,10.52,12.32
G13692,13692,2018,27,0,14.81,0,0
G13693,13693,2018,133,0,36.09,7.52,11.28
G13694,13694,2018,603,18.74,18.57,20.23,5.97
G13695,13695,2018,96,10.42,8.33,6.25,4.17
G13696,13696,2018,47,0,72.34,27.66,0
G13697,13697,2018,1005,12.74,16.92,12.84,11.24
G13730,13730,2018,1142,9.81,29.33,14.8,13.75
G13731,13731,2018,377,13.26,24.93,12.2,7.16
G13732,13732,2018,4047,11.44,22.41,11.22,12.97
G13733,13733,2018,2360,16.69,34.07,11.57,10.85
G13734,13734,2018,774,10.85,32.95,19.77,3.36
G13736,13736,2018,943,13.04,24.39,9.12,8.8
G13739,13739,2018,393,18.58,35.62,16.03,10.69
G13740,13740,2018,283,16.96,27.92,4.59,10.25
G13743,13743,2018,1686,25.68,24.26,12.16,10.14
G13744,13744,2018,667,10.19,22.49,14.09,11.69
G13746,13746,2018,881,20.66,23.27,21.34,7.38
G13748,13748,2018,1788,8.89,19.35,22.99,7.94
G13750,13750,2018,559,12.16,34.7,8.94,11.99
G13751,13751,2018,53,26.42,20.75,37.74,0
G13752,13752,2018,409,13.69,22,16.63,4.89
G13753,13753,2018,2361,16.01,21.22,13.3,12.11
G13754,13754,2018,1260,11.83,29.6,10.08,7.54
G13755,13755,2018,578,15.4,27.85,5.54,10.73
G13756,13756,2018,134,0,31.34,11.19,23.88
G13757,13757,2018,667,20.09,25.04,12.89,12.89
G13760,13760,2018,21112,12.25,18.28,14.75,12.9
G13774,13774,2018,81,17.28,61.73,11.11,0
G13775,13775,2018,833,6.6,34.21,17.17,8.76
G13776,13776,2018,232,14.66,29.74,15.52,6.03
G13777,13777,2018,159,3.14,6.92,17.61,8.81
G13778,13778,2018,2658,15.46,30.02,15.12,9.59
G13780,13780,2018,366,6.83,25.96,19.67,11.2
G13782,13782,2018,297,4.71,21.21,17.85,8.08
G13783,13783,2018,1137,12.58,30.52,10.55,5.36
G13784,13784,2018,35,42.86,14.29,17.14,5.71
G13786,13786,2018,167,13.77,24.55,21.56,5.99
G13787,13787,2018,1225,18.53,24.08,11.51,6.45
G13788,13788,2018,472,5.51,32.42,16.31,5.72
G13790,13790,2018,8359,10.83,14.24,22.48,14.38
G13794,13794,2018,30,0,50,30,0
G13795,13795,2018,1529,7.59,17.85,20.14,14.19
G13796,13796,2018,715,12.87,14.27,22.52,15.66
G13797,13797,2018,1005,10.55,35.32,10.95,9.85
G13801,13801,2018,552,10.14,25.91,18.12,12.32
G13802,13802,2018,217,24.88,23.5,14.29,24.42
G13803,13803,2018,1978,11.58,28.82,12.08,9.66
G13804,13804,2018,183,11.48,28.42,12.57,16.94
G13806,13806,2018,129,18.6,13.18,14.73,15.5
G13807,13807,2018,634,15.14,14.51,22.24,15.14
G13808,13808,2018,663,9.8,17.95,13.12,11.46
G13809,13809,2018,754,7.29,40.32,15.12,14.46
G13810,13810,2018,651,8.45,26.57,14.75,13.67
G13811,13811,2018,2042,12.68,30.95,10.58,14.84
G13812,13812,2018,1200,8.42,25,14.42,12
G13813,13813,2018,193,23.83,20.21,29.53,6.74
G13815,13815,2018,5758,9.53,28.05,17.75,9.62
G13820,13820,2018,9844,23.78,7.34,19.28,15.58
G13825,13825,2018,1644,12.77,22.51,17.76,12.47
G13826,13826,2018,0,NA,NA,NA,NA
G13827,13827,2018,5434,13.86,22.41,9.62,12.83
G13830,13830,2018,2331,11.28,28.61,16.99,11.03
G13832,13832,2018,285,5.61,20.7,21.75,5.96
G13833,13833,2018,2072,12.89,18.58,11.97,15.97
G13834,13834,2018,129,0,34.11,31.78,9.3
G13835,13835,2018,580,22.76,22.41,11.55,13.97
G13838,13838,2018,1842,16.07,22.86,14.6,18.78
G13839,13839,2018,470,10.21,37.87,18.72,2.98
G13841,13841,2018,276,15.58,44.93,6.16,7.97
G13842,13842,2018,193,16.58,33.68,8.29,1.55
G13843,13843,2018,925,10.27,28.22,7.89,13.19
G13844,13844,2018,379,1.58,24.27,17.68,20.32
G13845,13845,2018,0,NA,NA,NA,NA
G13846,13846,2018,145,17.24,31.03,12.41,2.76
G13847,13847,2018,40,0,30,25,0
G13849,13849,2018,1901,13.41,32.09,13.31,11.31
G13850,13850,2018,10088,19.82,16.6,19.77,9.32
G13856,13856,2018,2698,8.78,27.91,9.3,14.68
G13859,13859,2018,115,0,8.7,28.7,24.35
G13860,13860,2018,7,0,0,0,100
G13861,13861,2018,126,15.87,3.97,30.16,19.84
G13862,13862,2018,2120,10.19,25.47,15.24,14.34
G13863,13863,2018,310,4.52,37.74,19.68,5.48
G13864,13864,2018,514,14.2,28.21,0,9.53
G13865,13865,2018,2908,12.69,24.86,12.14,14.75
G13901,13901,2018,8407,12.93,18.51,17.4,13.14
G13902,13902,2018,1118,40.79,2.15,2.68,17.98
G13903,13903,2018,8922,11.65,16.83,16.97,13
G13904,13904,2018,4029,8.07,17.8,19.26,10.82
G13905,13905,2018,11310,14.39,12.58,23.3,12.02
G14001,14001,2018,4718,10.92,32.32,11.09,11.17
G14004,14004,2018,5405,11.69,19.8,15.06,11.43
G14005,14005,2018,1033,8.33,34.27,11.33,9.78
G14006,14006,2018,4816,7.83,24.88,18.25,13.85
G14008,14008,2018,536,11.19,36.94,15.3,8.4
G14009,14009,2018,2605,6.56,30.06,11.9,11.67
G14011,14011,2018,3344,8.46,24.79,10.62,13.52
G14012,14012,2018,1031,8.63,36.08,9.89,13.29
G14013,14013,2018,1018,5.21,38.51,10.02,12.18
G14020,14020,2018,11140,10.34,19.84,15.48,12.85
G14024,14024,2018,747,4.82,42.84,12.45,6.96
G14025,14025,2018,1481,6.48,22.69,19.51,11.48
G14026,14026,2018,369,6.5,14.36,29.81,10.84
G14028,14028,2018,907,11.69,30.32,12.57,9.04
G14030,14030,2018,783,13.92,28.61,12.01,13.28
G14031,14031,2018,4969,10.04,19.8,16.38,12.74
G14032,14032,2018,4560,14.58,17.37,13.25,9.01
G14033,14033,2018,961,2.5,22.79,22.06,6.76
G14034,14034,2018,860,7.44,30.81,20.7,12.67
G14035,14035,2018,16,0,0,100,0
G14036,14036,2018,2606,11.09,33,11.47,8.71
G14037,14037,2018,665,0,34.44,9.92,8.72
G14039,14039,2018,48,0,29.17,20.83,12.5
G14040,14040,2018,1054,11.1,26,11.1,12.9
G14041,14041,2018,50,0,28,46,0
G14042,14042,2018,1690,6.98,26.8,13.25,8.93
G14043,14043,2018,13117,8.07,18.46,13.33,12.39
G14047,14047,2018,3386,6.91,14.26,18.75,11.02
G14048,14048,2018,6044,11.86,28.14,16.03,12.21
G14051,14051,2018,10168,16.13,11.61,16.7,8.92
G14052,14052,2018,8972,12.27,20.07,12.57,8.56
G14054,14054,2018,771,6.36,37.22,11.67,11.67
G14055,14055,2018,862,9.4,26.45,11.72,11.02
G14057,14057,2018,4577,9.39,29.41,17.41,7.82
G14058,14058,2018,1033,9.58,27.11,13.75,10.07
G14059,14059,2018,5236,13.75,20.91,12.97,8.79
G14060,14060,2018,132,12.88,37.12,17.42,6.82
G14061,14061,2018,186,4.3,27.42,12.37,8.06
G14062,14062,2018,1368,8.04,28.73,17.03,10.45
G14063,14063,2018,6209,22.71,17.01,12.71,12.45
G14065,14065,2018,710,2.82,41.55,9.58,11.97
G14066,14066,2018,591,9.98,32.15,10.66,6.77
G14067,14067,2018,2778,8.71,37.62,14.47,9.65
G14068,14068,2018,2716,15.39,13.48,13.22,12.11
G14069,14069,2018,321,5.61,29.91,17.76,10.59
G14070,14070,2018,2136,8.19,19.52,18.59,13.95
G14072,14072,2018,10967,12.26,17.83,13.69,10.14
G14075,14075,2018,22181,10.99,18.73,14.75,11.9
G14080,14080,2018,2185,4.94,30.66,11.35,17.16
G14081,14081,2018,1280,4.14,22.42,15.86,17.81
G14082,14082,2018,310,7.74,29.03,8.06,5.16
G14085,14085,2018,3625,8.74,23.12,19.45,11.37
G14086,14086,2018,17747,12.06,19.29,15.57,11.39
G14091,14091,2018,548,8.21,27.92,11.68,14.78
G14092,14092,2018,5291,11.06,11.96,21.17,10.62
G14094,14094,2018,23946,10.04,22.12,15.74,11.5
G14098,14098,2018,1398,8.66,34.55,11.66,9.94
G14101,14101,2018,786,10.94,28.37,19.34,12.47
G14102,14102,2018,594,7.24,29.63,10.1,6.73
G14103,14103,2018,4839,7.03,30.27,13.43,13.08
G14105,14105,2018,2017,12.1,26.57,12.3,12.54
G14108,14108,2018,2632,8.89,29.64,18.88,6.76
G14109,14109,2018,364,33.52,0,9.34,21.98
G14111,14111,2018,1631,8.03,29.55,13.18,16.13
G14112,14112,2018,18,0,0,100,0
G14113,14113,2018,267,4.49,47.19,14.61,3
G14120,14120,2018,22395,9.4,22.38,16.09,12.07
G14125,14125,2018,1844,9,32.27,15.51,12.36
G14126,14126,2018,235,0,51.91,29.79,0
G14127,14127,2018,15543,12.19,16.84,15.13,9.34
G14129,14129,2018,550,8.55,26,21.82,11.82
G14130,14130,2018,80,3.75,28.75,17.5,11.25
G14131,14131,2018,2883,8.08,26.81,16.48,6.83
G14132,14132,2018,2770,7.18,26.1,16.9,16.53
G14134,14134,2018,60,0,33.33,15,20
G14135,14135,2018,22,0,18.18,45.45,22.73
G14136,14136,2018,2084,8.45,27.3,13.63,6.72
G14138,14138,2018,838,5.49,37.11,17.78,8.35
G14139,14139,2018,1212,12.05,20.13,16.17,8.99
G14141,14141,2018,3643,8.32,20.64,16.11,17.51
G14143,14143,2018,514,13.62,34.05,5.06,12.06
G14145,14145,2018,929,8.07,33.91,8.18,9.69
G14150,14150,2018,20562,9.15,15.5,16.11,13.07
G14167,14167,2018,805,9.57,30.56,12.55,8.2
G14168,14168,2018,7,0,57.14,0,42.86
G14169,14169,2018,34,0,20.59,79.41,0
G14170,14170,2018,1455,7.15,23.64,15.67,7.84
G14171,14171,2018,962,8.63,24.12,11.02,17.26
G14172,14172,2018,1375,11.78,25.75,14.47,8.36
G14173,14173,2018,203,0,58.62,14.29,0
G14174,14174,2018,2657,8.62,19.65,13.89,14.94
G14201,14201,2018,5195,11.95,9.86,16.27,11.57
G14202,14202,2018,1709,4.39,19.66,16.62,7.96
G14203,14203,2018,780,6.41,10.77,27.18,6.28
G14204,14204,2018,3147,8.9,9.79,20.85,10.39
G14206,14206,2018,9215,7.17,18.55,14.85,11.5
G14207,14207,2018,9097,8.21,15.39,18.47,13.4
G14208,14208,2018,4093,15.76,7.65,20.69,11.61
G14209,14209,2018,3669,14.28,7.06,21.4,11.15
G14210,14210,2018,6508,7.1,20.28,12.2,13.81
G14211,14211,2018,7962,5.87,11.27,26.93,13.28
G14212,14212,2018,4017,6.72,16.65,18.42,13.64
G14213,14213,2018,10140,8.7,15.07,15.35,11.53
G14214,14214,2018,9163,19.6,8.12,19.57,8.79
G14215,14215,2018,16038,8.53,10.08,27.32,11.53
G14216,14216,2018,12879,11.56,10.55,13.63,11.76
G14217,14217,2018,12262,12.34,13.42,16.6,10.92
G14218,14218,2018,8375,6.82,17.72,18.38,13.06
G14219,14219,2018,6570,7.73,20.84,14.72,11.67
G14220,14220,2018,12204,11.43,14.09,14.74,9.05
G14221,14221,2018,26549,14.01,12.79,16.35,8.13
G14222,14222,2018,8411,16.88,10.65,16.95,9.65
G14223,14223,2018,11640,12.84,11.86,17.77,10.18
G14224,14224,2018,21494,9.91,18.55,16.28,12.87
G14225,14225,2018,17740,7.31,16.08,19.19,12.48
G14226,14226,2018,15481,16.35,13.37,17.04,11.57
G14227,14227,2018,11512,7.29,19.44,18.53,12.26
G14228,14228,2018,10486,16.17,14.23,16.44,9.87
G14261,14261,2018,1579,42.5,2.09,8.49,22.1
G14301,14301,2018,4776,8.1,14.43,16.48,18.17
G14302,14302,2018,0,NA,NA,NA,NA
G14303,14303,2018,2029,3.4,17,13.26,22.03
G14304,14304,2018,15115,9.41,19.68,14.58,14.66
G14305,14305,2018,6893,13.16,13.2,18.87,11.04
G14411,14411,2018,5253,8.97,25.07,13.27,9.63
G14414,14414,2018,3850,16.47,27.12,12.62,9.01
G14415,14415,2018,162,17.9,33.33,6.17,3.7
G14416,14416,2018,1795,11.48,29.3,13.59,13.98
G14418,14418,2018,556,8.45,25.18,15.11,10.61
G14420,14420,2018,10132,19.38,18.49,14.09,14.98
G14422,14422,2018,1219,7.38,28.71,14.85,13.37
G14423,14423,2018,2391,12.3,32.71,11,9.83
G14424,14424,2018,13223,13.19,19.31,18.36,11.76
G14425,14425,2018,6255,16.96,21.34,14.92,10.58
G14427,14427,2018,902,12.08,33.15,10.75,8.31
G14428,14428,2018,4035,13.23,23.32,11.87,9.07
G14432,14432,2018,2968,8.29,29.45,19.81,14.89
G14433,14433,2018,1798,5.06,31.03,17.19,12.4
G14435,14435,2018,1477,17.4,22.61,22.48,6.64
G14437,14437,2018,4172,11.84,27.73,15.15,10.45
G14441,14441,2018,160,13.12,40.62,5,18.75
G14445,14445,2018,4600,13.76,13.39,17.04,14.74
G14450,14450,2018,20616,13.56,16.29,14.44,10.11
G14454,14454,2018,4168,23.15,17.71,11.8,6.29
G14456,14456,2018,8964,15.73,16.89,16.83,11.54
G14462,14462,2018,249,10.44,32.53,10.84,12.05
G14464,14464,2018,3809,10.4,17.46,16.88,19.66
G14466,14466,2018,831,6.62,55.6,5.66,4.93
G14467,14467,2018,5287,16.13,16.87,14.6,13.83
G14468,14468,2018,9383,12.34,23.19,14.62,12.18
G14469,14469,2018,3076,9.56,26.63,13.72,13.85
G14470,14470,2018,3855,11.05,25.6,15.62,11.73
G14471,14471,2018,1524,2.89,35.56,9.38,19.03
G14472,14472,2018,4332,14.8,18.58,13.25,10.36
G14475,14475,2018,118,11.86,32.2,18.64,0
G14476,14476,2018,1110,13.42,31.17,10.36,13.33
G14477,14477,2018,609,12.64,22,13.63,11.66
G14478,14478,2018,685,26.86,15.47,5.69,8.32
G14479,14479,2018,105,0,73.33,0,0
G14480,14480,2018,437,6.64,3.66,14.65,13.5
G14481,14481,2018,930,15.59,20.86,13.87,5.7
G14482,14482,2018,4482,11.62,25.7,12.25,9.17
G14485,14485,2018,2067,13.55,24.48,13.01,11.47
G14486,14486,2018,201,4.48,34.33,7.96,16.92
G14487,14487,2018,2948,16.35,26.22,12.52,7.06
G14489,14489,2018,3332,16.66,24.58,16.87,15.22
G14502,14502,2018,5257,12.63,22.29,13.41,13.41
G14504,14504,2018,1019,8.64,24.73,16.29,17.27
G14505,14505,2018,2424,8.04,37.79,16.01,12.46
G14506,14506,2018,806,15.26,25.68,6.58,7.57
G14507,14507,2018,573,10.82,29.49,16.4,11.87
G14510,14510,2018,2083,13.39,21.65,13.87,15.51
G14511,14511,2018,244,26.64,26.23,12.7,5.74
G14512,14512,2018,2113,12.59,22.72,14.67,13.25
G14513,14513,2018,6313,9.31,24.16,16.3,16.28
G14514,14514,2018,3368,18.23,17.99,13.81,6.95
G14516,14516,2018,1076,5.58,40.89,13.85,14.68
G14517,14517,2018,1245,14.46,17.43,14.3,19.44
G14519,14519,2018,6367,13.84,27.41,13.48,12.74
G14521,14521,2018,983,9.16,23.4,13.33,10.58
G14522,14522,2018,4807,7.26,25.65,13.98,17.52
G14525,14525,2018,1486,6.06,33.11,9.42,11.24
G14526,14526,2018,9982,14.11,14.93,13.63,11.82
G14527,14527,2018,5714,10.33,32.8,12.85,11.22
G14529,14529,2018,118,0,0,23.73,0
G14530,14530,2018,2444,10.43,29.91,14.24,9.33
G14532,14532,2018,2345,10.02,27.68,14.71,12.2
G14533,14533,2018,999,11.71,26.73,8.31,8.21
G14534,14534,2018,15179,19.62,13.13,17.31,8.78
G14536,14536,2018,239,6.69,34.31,12.13,8.79
G14537,14537,2018,58,0,17.24,43.1,0
G14539,14539,2018,85,0,10.59,1.18,11.76
G14541,14541,2018,1034,11.03,26.5,15.96,15.18
G14542,14542,2018,20,0,25,25,0
G14543,14543,2018,1803,14.25,23.52,8.71,11.59
G14544,14544,2018,987,10.74,33.74,19.15,14.59
G14545,14545,2018,89,15.73,15.73,21.35,16.85
