G_ZCTA,ZCTA,minDisSUT,timeDrive,countDrive
G04055,04055,7.39,14.3,7
G04057,04057,3.35,7.78,2
G04062,04062,3.44,0,31
G04063,04063,1.54,5.68,31
G04064,04064,0.74,0,31
G04066,04066,8.68,24.98,3
G04068,04068,7.41,25.07,1
G04069,04069,4.17,17.76,5
G04071,04071,2.88,0,5
G04072,04072,1.56,0,34
G04073,04073,1.8,0,8
G04074,04074,1.9,0,34
G04076,04076,6.33,16.99,5
G04079,04079,6.7,20.41,3
G04083,04083,0.89,0,12
G04084,04084,7.12,18.88,7
G04085,04085,8.89,24.38,4
G04086,04086,3.2,7.74,5
G04087,04087,7.18,22.92,5
G04088,04088,8.87,22.45,2
G04090,04090,2.71,0,20
G04091,04091,3.03,18.57,1
G04092,04092,1.37,0,37
G04093,04093,5.42,13,35
G04095,04095,13.11,26.9,2
G04096,04096,0.48,0,28
G04097,04097,4.42,11.52,23
G04101,04101,0.29,0,37
G04102,04102,1.44,0,37
G04103,04103,0.46,0,38
G04105,04105,4.19,15.66,25
G04106,04106,1.05,0,37
G04107,04107,3.98,7.38,32
G04110,04110,3.02,6.54,27
G04210,04210,1.43,0,16
G04221,04221,5.64,23.28,6
G04222,04222,6.15,22.98,18
G04224,04224,7.48,24.37,5
G04227,04227,7.93,17.68,4
G04228,04228,4.57,12.63,1
G04234,04234,3.67,15.61,4
G04236,04236,4.76,12.48,16
G04237,04237,9.11,26.85,5
G04238,04238,7.85,24.56,3
G04239,04239,4.07,13.21,4
G04240,04240,1.44,0,15
G04250,04250,5.16,15.96,17
G04252,04252,7.41,16.74,19
G04253,04253,4.78,12.97,1
G04254,04254,3.61,0,2
G04256,04256,8.72,13.8,17
G04257,04257,2.43,9.74,5
G04258,04258,6.88,17.87,16
G04259,04259,4.9,17.54,1
G04260,04260,3.06,0,26
G04263,04263,7.23,22.48,14
G04265,04265,3.19,10.87,25
G04268,04268,4.43,16.48,1
G04270,04270,5.39,0,3
G04271,04271,5.55,20.96,1
G04274,04274,8.83,15.82,17
G04275,04275,10.26,20.29,5
G04276,04276,3.08,0,5
G04280,04280,6.67,12.53,17
G04281,04281,4.57,16.07,1
G04282,04282,9.64,24.88,14
G04284,04284,5.52,15.57,2
G04287,04287,9.8,22.11,2
G04289,04289,9.18,24.63,1
G04290,04290,6.77,23.1,5
G04294,04294,6.74,23.94,4
G04330,04330,0.4,0,17
G04342,04342,10.96,25.5,3
G04343,04343,5.09,8.99,11
G04344,04344,4.25,13.3,11
G04345,04345,7.92,16.95,10
G04346,04346,5.4,14.88,11
G04347,04347,2.29,8.86,11
G04348,04348,10.25,21.72,1
G04349,04349,6.38,14.26,2
G04351,04351,4,10.63,11
G04353,04353,10.59,24.1,10
G04354,04354,7.15,29.99,10
G04355,04355,6.15,16.53,11
G04358,04358,8.62,15.32,17
G04359,04359,9.32,20.21,10
G04360,04360,10.41,19.79,3
G04363,04363,8.46,18.24,11
G04364,04364,1.48,0,12
G04401,04401,0.7,0,20
G04406,04406,17.25,29.37,1
G04411,04411,4.95,16.68,6
G04412,04412,0.69,0,21
G04419,04419,10.32,22.62,20
G04422,04422,12.01,24.27,1
G04426,04426,3.32,0,1
G04427,04427,12.51,26.35,15
G04428,04428,8.84,18.92,18
G04429,04429,6.7,14.58,23
G04431,04431,8.71,24.85,7
G04434,04434,9.3,14.31,6
G04438,04438,4.98,20.7,1
G04443,04443,9.02,18.39,1
G04444,04444,7.18,17.36,19
G04448,04448,10.49,23.05,4
G04449,04449,10.4,26.12,16
G04450,04450,6.49,18.48,18
G04455,04455,11.46,16.17,2
G04456,04456,8.51,19.59,18
G04457,04457,3.91,0,2
G04460,04460,22.96,29.64,2
G04461,04461,3.98,9.07,20
G04463,04463,16.83,27.3,1
G04468,04468,6.4,0,20
G04469,04469,2.43,13.05,20
G04471,04471,16.03,28.71,3
G04472,04472,9.21,22.75,7
G04473,04473,3.62,11.91,20
G04474,04474,4.74,16.15,18
G04475,04475,13.15,27.72,2
G04476,04476,7.07,16.09,2
G04479,04479,5.47,23.34,1
G04481,04481,7.49,20.06,1
G04489,04489,2.64,8.28,20
G04493,04493,8.74,19.44,2
G04495,04495,10.58,21.46,2
G04496,04496,3.67,0,5
G04530,04530,1.49,0,5
G04535,04535,6.54,24.7,2
G04537,04537,9.85,23.53,3
G04538,04538,10.24,28.32,2
G04539,04539,4.75,13.84,3
G04541,04541,9.72,27.75,2
G04543,04543,0.64,0,4
G04547,04547,7.48,21.08,6
G04548,04548,7.61,18.14,3
G04551,04551,4.37,15.62,3
G04553,04553,2.41,9.73,4
G04554,04554,11.5,25.61,2
G04555,04555,5.01,11.88,8
G04556,04556,6.35,15.19,4
G04558,04558,9.18,25.21,2
G04562,04562,8.62,14.99,3
G04563,04563,8.18,21.04,6
G04564,04564,7.28,24.11,3
G04568,04568,10.16,25.63,2
G04572,04572,1.02,0,9
G04573,04573,5.64,14.8,3
G04574,04574,12.31,25.58,1
G04578,04578,7.97,15.68,6
G04579,04579,4.34,13.99,5
G04605,04605,9.04,0,6
G04606,04606,5.53,28.26,1
G04607,04607,9.94,28.87,1
G04612,04612,3.15,7.46,1
G04614,04614,0.99,0,2
G04616,04616,8.67,22.12,1
G04617,04617,7.42,29.02,1
G04619,04619,3.97,0,4
G04622,04622,11.59,0,2
G04623,04623,8.05,16.71,1
G04625,04625,4.43,5.7,1
G04626,04626,11.35,29.08,2
G04629,04629,4.23,9.15,2
G04630,04630,7.49,12.15,2
G04640,04640,4.82,21,6
G04643,04643,3.01,0,2
G04646,04646,5.89,29.13,1
G04648,04648,7.35,13.58,3
G04649,04649,11.24,26.3,1
G04650,04650,10.09,26.22,1
G04652,04652,4.12,0,1
G04653,04653,4.31,5.13,1
G04654,04654,4.9,0,2
G04655,04655,4.19,23.99,2
G04658,04658,4.66,10.17,2
G04660,04660,3.32,10.71,1
G04662,04662,2.03,23.74,1
G04671,04671,9.53,29.08,4
G04673,04673,7.74,19.3,2
G04674,04674,4.05,12.56,1
G04675,04675,3.84,28.86,1
G04676,04676,4.71,15.3,2
G04679,04679,0.94,0,1
G04680,04680,6.12,18.75,2
G04684,04684,1.87,0,7
G04691,04691,10.43,24.57,3
G04694,04694,10.35,17.82,4
G04730,04730,3.41,0,3
G04734,04734,14.13,26.23,3
G04736,04736,3.76,0,8
G04739,04739,17.63,26.67,2
G04740,04740,7.22,16.26,3
G04742,04742,7.65,17.35,8
G04743,04743,4.46,0,2
G04745,04745,5.22,15.63,4
G04746,04746,12.04,18.5,2
G04750,04750,5.16,0,5
G04756,04756,2.42,0,2
G04757,04757,7.09,13.22,3
G04758,04758,11.1,25.96,3
G04760,04760,14.1,24.98,3
G04761,04761,6.18,19.72,3
G04763,04763,12.91,29.94,3
G04766,04766,10.71,22.25,4
G04769,04769,0.85,0,7
G04772,04772,8.6,23.05,4
G04773,04773,7.26,26.34,2
G04779,04779,15.56,28.24,2
G04781,04781,7.76,10.65,2
G04783,04783,14.63,28.67,4
G04786,04786,8.96,20.7,7
G04787,04787,8.68,15.31,3
G04841,04841,1.83,0,8
G04843,04843,1.84,0,7
G04847,04847,6.69,20.62,7
G04849,04849,7.08,19.29,10
G04854,04854,2.59,8.2,8
G04856,04856,2.94,0,8
G04858,04858,3.55,12.41,8
G04859,04859,7.47,18.08,7
G04860,04860,10.07,21.55,5
G04861,04861,2.19,7.04,10
G04862,04862,10.97,23.14,8
G04864,04864,6.08,12.05,10
G04901,04901,3.16,0,18
G04910,04910,2.54,0,7
G04911,04911,2.66,0,6
G04912,04912,14.7,26.38,5
G04915,04915,2.76,0,4
G04917,04917,8.97,19.78,10
G04918,04918,9.65,21.83,10
G04921,04921,11.29,25.36,4
G04924,04924,6.89,16.47,7
G04926,04926,5.95,6.93,17
G04927,04927,4.87,22.31,8
G04928,04928,5.81,20.97,1
G04929,04929,7.43,15.58,1
G04930,04930,11.27,24.76,2
G04932,04932,14,28.42,1
G04933,04933,4.37,10.6,1
G04937,04937,3.53,12.1,18
G04938,04938,1.85,0,3
G04940,04940,3.83,8.23,4
G04943,04943,11.58,23.65,1
G04944,04944,0.83,0,12
G04950,04950,5.61,12.91,7
G04951,04951,10.49,18.88,1
G04952,04952,5.92,16.04,5
G04953,04953,2.53,0,1
G04955,04955,6.77,13.89,9
G04956,04956,8.38,21.8,3
G04957,04957,4.96,15.23,10
G04958,04958,10.47,22.2,1
G04962,04962,3.7,8.85,18
G04963,04963,7.16,15.32,17
G04965,04965,4.18,10.33,7
G04967,04967,10.09,16.31,1
G04969,04969,7.34,15.88,1
G04973,04973,9.24,23.21,4
G04974,04974,3.92,0,4
G04975,04975,4.24,8.35,23
G04976,04976,2.7,0,7
G04978,04978,8.77,27.91,11
G04981,04981,7.77,16.59,5
G04984,04984,5.21,15.79,3
G04986,04986,9.46,27.21,1
G04987,04987,13.13,27.87,1
G04988,04988,7.08,15.87,1
G04989,04989,5.97,21.04,16
G04992,04992,0.95,5.9,4
G05001,05001,2.38,0,10
G05032,05032,8.08,20.86,1
G05033,05033,3.26,0,1
G05036,05036,8.32,26.26,2
G05037,05037,9.13,21.84,2
G05039,05039,10.03,29.1,1
G05040,05040,7.83,27.08,1
G05041,05041,6.46,19.24,1
G05043,05043,8.44,21.33,11
G05045,05045,5.62,21.94,1
G05048,05048,5.93,26.23,4
G05050,05050,12.07,17.85,2
G05051,05051,9.04,26.29,1
G05052,05052,2.63,11.72,12
G05053,05053,8.56,23.46,4
G05055,05055,3.86,13.56,10
G05058,05058,9.73,27.28,2
G05059,05059,4.78,14.93,10
G05060,05060,2.81,0,1
G05061,05061,3.95,13.13,1
G05065,05065,8.53,28.03,3
G05068,05068,10.88,24.76,9
G05069,05069,15.14,27.68,1
G05075,05075,9.43,27.59,2
G05081,05081,11.6,28.89,1
G05084,05084,7.06,15.58,10
G05086,05086,13.43,28.06,3
G05089,05089,9.09,15.03,3
G05101,05101,4.36,0,2
G05141,05141,6.4,19.08,2
G05142,05142,6.69,25.28,3
G05143,05143,7.17,18.5,2
G05146,05146,9.2,22.16,3
G05148,05148,12.97,28.54,1
G05149,05149,10.83,28.06,1
G05150,05150,1.21,8.59,4
G05151,05151,5.16,21.06,3
G05152,05152,8.49,23.86,1
G05153,05153,8.89,27.29,1
G05154,05154,4.6,11.44,3
G05156,05156,2.36,0,4
G05158,05158,2.4,10.81,9
G05201,05201,3.29,0,1
G05250,05250,8.31,20.2,1
G05251,05251,5.91,17.54,1
G05252,05252,7.78,25.7,2
G05253,05253,5.64,10.23,2
G05254,05254,1.78,4.39,1
G05255,05255,1.2,0,1
G05257,05257,6.49,11.2,1
G05260,05260,5.43,22.86,6
G05261,05261,6.28,16.1,6
G05262,05262,8.48,12.9,1
G05301,05301,4.79,0,13
G05340,05340,5.86,21.34,1
G05343,05343,7.5,18.27,1
G05345,05345,4.52,11.13,8
G05346,05346,7.06,20.79,8
G05350,05350,9.42,27.46,5
G05352,05352,5.79,14.54,5
G05353,05353,1.15,0,1
G05354,05354,5.8,21.22,7
G05355,05355,7.25,22.98,1
G05359,05359,7.59,24.69,1
G05362,05362,6.96,21.56,8
G05401,05401,0.4,0,7
G05403,05403,0.84,0,7
G05404,05404,1.33,6.3,7
G05405,05405,0.53,3.18,7
G05408,05408,2.74,9.43,7
G05439,05439,2.11,9.25,7
G05440,05440,14.41,28.51,3
G05443,05443,10.69,26.38,1
G05445,05445,9.82,25.68,7
G05446,05446,4.8,14.64,7
G05452,05452,7.36,19.72,7
G05454,05454,7.39,23.36,3
G05455,05455,4.85,14.35,3
G05456,05456,14.2,27.49,1
G05459,05459,10.59,22.98,3
G05461,05461,10.35,24.18,7
G05464,05464,12.85,28.55,1
G05468,05468,10.24,23.26,3
G05472,05472,6.73,17.12,1
G05478,05478,0.57,0,3
G05481,05481,5.79,18.79,3
G05482,05482,4.55,13.38,7
G05483,05483,6.94,22.2,3
G05485,05485,8.24,18.54,3
G05486,05486,7.44,26.93,7
G05488,05488,8.43,13.66,3
G05491,05491,9.8,28.03,1
G05494,05494,12.84,29.69,3
G05495,05495,4.73,10.92,7
G05602,05602,2.1,0,3
G05641,05641,4.45,0,3
G05649,05649,10.58,8.87,3
G05651,05651,4.51,11.51,3
G05652,05652,12.03,28.95,1
G05653,05653,11.21,29.15,1
G05654,05654,6.49,12.45,3
G05655,05655,4.89,16.6,1
G05656,05656,8.15,19.81,1
G05657,05657,3.43,15.94,1
G05658,05658,12.77,26.74,3
G05660,05660,8.24,21.89,1
G05661,05661,1.82,0,1
G05663,05663,6.83,20.85,3
G05664,05664,5.24,17.8,3
G05667,05667,8.93,18.39,3
G05672,05672,8.25,25.55,1
G05675,05675,11.77,17.33,2
G05676,05676,12.83,20.56,3
G05677,05677,11.24,25.11,2
G05678,05678,5.67,10.39,3
G05679,05679,7.09,11.8,3
G05680,05680,5.9,17.68,1
G05682,05682,9.8,20.94,1
G05701,05701,3.56,0,4
G05730,05730,8.55,24.28,1
G05732,05732,11.38,26.73,3
G05733,05733,13.85,27.86,4
G05734,05734,8.24,22.27,1
G05735,05735,9.06,20.33,4
G05736,05736,1.46,9.49,4
G05738,05738,7.36,27.44,4
G05739,05739,9.04,19.04,1
G05740,05740,4.25,9.45,1
G05742,05742,4.36,19.6,4
G05744,05744,8.19,28.76,3
G05751,05751,9.92,19.31,3
G05753,05753,0.88,0,1
G05757,05757,7.47,23.79,1
G05758,05758,9.76,24.29,1
G05759,05759,4.42,10.21,4
G05763,05763,8.4,15.21,3
G05765,05765,4.14,14.66,3
G05766,05766,9.15,21.83,1
G05769,05769,6.97,13.27,1
G05770,05770,11.46,27.05,1
G05773,05773,3.29,0,4
G05776,05776,9.25,26.99,1
G05777,05777,4.96,16.57,4
G05778,05778,9.81,22.99,1
G05819,05819,1.82,0,3
G05821,05821,10.3,20.3,2
G05822,05822,14,25.55,1
G05824,05824,5.69,13.94,2
G05825,05825,6.36,11.33,1
G05828,05828,5.26,12.26,2
G05829,05829,6.37,14.08,1
G05830,05830,10.77,17.91,1
G05832,05832,11.05,27.46,2
G05839,05839,18.64,29.12,1
G05843,05843,12.36,27.08,1
G05845,05845,11.61,21.13,1
G05850,05850,6.64,16.3,2
G05851,05851,8.11,18.94,2
G05853,05853,12.05,22.67,1
G05855,05855,1.49,0,1
G05857,05857,5.18,11.67,1
G05859,05859,12.06,27.2,1
G05860,05860,11.22,24.59,1
G05866,05866,14.71,23.05,2
G05868,05868,9.45,25.26,1
G05872,05872,9.42,22.08,1
G05873,05873,9.6,21.52,2
G05902,05902,7.22,23.33,2
G05903,05903,4.81,24.31,2
G05904,05904,8.24,22.51,2
G05906,05906,7.95,15.7,1
G06001,06001,6.46,20.08,32
G06002,06002,1.07,0,38
G06010,06010,0.32,0,58
G06013,06013,5.17,18.38,20
G06016,06016,5.25,15.01,47
G06018,06018,1.93,5.95,5
G06019,06019,8.95,23.66,29
G06020,06020,9.12,19.28,40
G06021,06021,6.93,17.69,9
G06022,06022,8.03,21.68,14
G06023,06023,4.51,9.12,51
G06024,06024,2.83,0,4
G06026,06026,8.03,15.81,24
G06027,06027,9.22,26.86,2
G06029,06029,5.29,6.79,40
G06031,06031,3.17,15.56,10
G06032,06032,3.31,10.37,36
G06033,06033,2.58,0,45
G06035,06035,9.64,17.87,27
G06037,06037,3.42,8.36,46
G06039,06039,6.18,15.08,2
G06040,06040,1.14,0,32
G06042,06042,1.47,6.36,35
G06043,06043,3.59,12.19,37
G06051,06051,0.64,0,59
G06052,06052,1.13,0,61
G06053,06053,1.29,0,49
G06057,06057,5.3,14.53,9
G06058,06058,7.12,10.6,9
G06059,06059,6.05,16.93,8
G06060,06060,8.35,27.08,9
G06061,06061,5.97,14.18,15
G06062,06062,1.55,0,55
G06063,06063,4.49,12.12,9
G06065,06065,4.28,18.6,8
G06066,06066,1.21,0,35
G06067,06067,4.64,12.55,47
G06068,06068,4.79,15.76,2
G06069,06069,3.16,0,2
G06070,06070,5.2,17.48,23
G06071,06071,3.38,0,32
G06073,06073,3.73,17.62,30
G06074,06074,3.64,10.6,43
G06076,06076,3.66,0,7
G06078,06078,4.75,9.96,70
G06081,06081,5.74,11.93,26
G06082,06082,0.32,0,69
G06084,06084,5.7,11.34,33
G06085,06085,3.64,11.83,39
G06088,06088,6.07,13.24,56
G06089,06089,4.41,14.5,33
G06090,06090,10.12,25.22,8
G06091,06091,7.33,17.67,8
G06092,06092,6.99,22.64,14
G06093,06093,5.01,16.26,43
G06095,06095,4.49,8.58,53
G06096,06096,6.63,13.07,56
G06098,06098,2.48,0,10
G06103,06103,0.36,2.27,47
G06105,06105,0.3,0,47
G06106,06106,1.05,0,47
G06107,06107,3.1,6.24,46
G06108,06108,0.96,0,44
G06109,06109,3.17,7.1,46
G06110,06110,2.1,6.73,46
G06111,06111,1.1,0,46
G06112,06112,0.43,0,47
G06114,06114,0.56,0,47
G06117,06117,3.06,6.26,40
G06118,06118,1.27,0,43
G06119,06119,1.35,3.85,46
G06120,06120,0.32,0,47
G06160,06160,0.54,3.37,47
G06226,06226,0.44,0,16
G06231,06231,2.31,0,19
G06232,06232,5.28,15.04,33
G06234,06234,3.62,10.06,8
G06235,06235,5.1,12.54,14
G06237,06237,3.72,10.27,24
G06238,06238,7.04,17.58,32
G06239,06239,1.56,0,11
G06241,06241,2.17,0,11
G06242,06242,9.14,24.04,17
G06243,06243,3.86,8.89,15
G06247,06247,6.99,19.93,13
G06248,06248,2.98,11.85,25
G06249,06249,4.41,0,18
G06250,06250,2.23,9.5,12
G06254,06254,4.37,11.85,26
G06255,06255,3.8,11.17,19
G06256,06256,2.11,9.72,20
G06259,06259,4.58,13.53,10
G06260,06260,2.34,0,14
G06262,06262,5.02,11.05,18
G06263,06263,1.43,10.46,11
G06264,06264,5.2,12.31,21
G06266,06266,3.49,9.02,17
G06268,06268,4.8,16.09,14
G06269,06269,5.95,15.03,15
G06277,06277,4.1,11.76,19
G06278,06278,8.14,24.69,10
G06279,06279,4.84,16.46,20
G06280,06280,3.39,7.24,18
G06281,06281,6.7,16.4,13
G06282,06282,8.61,18.32,5
G06320,06320,0.21,0,17
G06330,06330,5.65,14.56,18
G06331,06331,5.46,15.95,14
G06332,06332,1.51,6.13,14
G06333,06333,6.6,14.9,15
G06334,06334,3.27,9.73,28
G06335,06335,4.93,14.57,17
G06336,06336,2.31,12.04,26
G06339,06339,1.63,0,19
G06340,06340,0.71,0,18
G06350,06350,5.49,20.03,16
G06351,06351,2.01,0,14
G06353,06353,3.48,14.66,18
G06354,06354,2.04,0,8
G06355,06355,4.44,10.47,13
G06357,06357,5.44,14.51,15
G06359,06359,2.65,0,12
G06360,06360,0.14,0,30
G06365,06365,3.68,14.29,11
G06370,06370,5.13,25.25,14
G06371,06371,10.77,21.4,10
G06373,06373,5.64,12.6,7
G06374,06374,2.31,8.55,21
G06375,06375,2.32,9.99,17
G06376,06376,8.07,20.62,9
G06377,06377,4.11,10.1,7
G06378,06378,4.62,13.77,13
G06379,06379,1.57,5.54,16
G06380,06380,2.33,8.15,32
G06382,06382,2.6,12.2,18
G06384,06384,7.59,15.9,10
G06385,06385,2.18,4.74,16
G06387,06387,2.4,7.86,8
G06389,06389,1,6.18,33
G06401,06401,0.46,0,65
G06403,06403,6.8,13.85,45
G06405,06405,2.72,0,36
G06409,06409,10.41,23.02,13
G06410,06410,4.89,13.33,58
G06412,06412,10.47,24.85,7
G06413,06413,3.73,10.71,4
G06414,06414,3.45,12.75,24
G06415,06415,1.47,0,13
G06416,06416,4.39,9.59,46
G06417,06417,9.28,24.6,6
G06418,06418,0.48,0,65
G06419,06419,6.82,15.54,8
G06420,06420,5.95,16.18,18
G06422,06422,1.8,0,11
G06423,06423,8.02,24.38,1
G06424,06424,5.98,18.04,24
G06426,06426,11.45,24.72,13
G06437,06437,3.5,12.92,29
G06438,06438,9.3,20.58,6
G06441,06441,6.81,19.07,6
G06442,06442,8.99,25.06,6
G06443,06443,4.25,0,4
G06444,06444,3.06,7.9,37
G06447,06447,5.14,15.15,47
G06450,06450,1.94,0,79
G06451,06451,3.51,4.71,70
G06455,06455,2.88,9.11,22
G06456,06456,3.9,15.2,16
G06457,06457,0.71,0,43
G06460,06460,0.84,0,49
G06461,06461,1.26,5.84,50
G06467,06467,4.79,11.36,53
G06468,06468,5.7,20.53,20
G06469,06469,7.04,16.13,7
G06470,06470,2.8,12.88,14
G06471,06471,2.4,9.26,33
G06472,06472,4.13,9.67,39
G06473,06473,1.84,0,47
G06475,06475,11.1,21.43,10
G06477,06477,3.59,8.94,55
G06478,06478,6.73,17.2,34
G06479,06479,4.81,12.4,49
G06480,06480,3.3,8.6,42
G06481,06481,3.24,7.1,33
G06482,06482,1.4,0,26
G06483,06483,2.73,8.88,63
G06484,06484,2.73,7.34,63
G06488,06488,4.74,13.72,30
G06489,06489,4.87,9.9,53
G06492,06492,3.37,9.65,64
G06498,06498,7.05,19.28,2
G06510,06510,0.46,3.04,46
G06511,06511,0.44,0,39
G06512,06512,2.47,6.51,37
G06513,06513,1.91,0,37
G06514,06514,1.73,0,42
G06515,06515,0.47,0,59
G06516,06516,0.88,0,48
G06517,06517,0.56,0,35
G06518,06518,3.84,8.56,53
G06519,06519,0.25,0,49
G06524,06524,6.15,13.05,46
G06525,06525,2.46,5.89,61
G06604,06604,0.21,0,43
G06605,06605,0.34,0,46
G06606,06606,1.21,0,42
G06607,06607,0.62,3.84,50
G06608,06608,0.07,0,52
G06610,06610,0.9,0,50
G06611,06611,4.51,8.44,53
G06612,06612,7.13,12.53,33
G06614,06614,1.73,0,45
G06615,06615,1.07,0,52
G06702,06702,0.18,0,37
G06704,06704,1.63,4.62,31
G06705,06705,0.36,0,33
G06706,06706,0.76,0,42
G06708,06708,0.71,0,37
G06710,06710,0.46,0,32
G06712,06712,3.24,8.57,57
G06716,06716,3.91,9.84,31
G06750,06750,5.1,8.03,10
G06751,06751,1.11,0,24
G06752,06752,8.49,25.86,8
G06754,06754,2.84,19.72,3
G06755,06755,8.74,15.87,1
G06756,06756,4.7,10.92,12
G06757,06757,2.9,0,2
G06758,06758,1.93,13.14,14
G06759,06759,1.82,0,20
G06762,06762,2.54,6.4,24
G06763,06763,3.13,6.91,24
G06770,06770,3.53,8.23,50
G06776,06776,10.35,21.35,9
G06777,06777,6.28,21.15,4
G06778,06778,6.18,15.58,32
G06779,06779,1.46,6.86,37
G06782,06782,5.39,13.24,37
G06783,06783,7.73,25.21,10
G06784,06784,12.07,27.56,9
G06785,06785,4.87,13.48,1
G06786,06786,3.59,9.38,37
G06787,06787,6.5,13.98,37
G06790,06790,1.15,0,25
G06791,06791,4.52,12.24,27
G06793,06793,3.55,20.31,2
G06794,06794,5.04,22.42,2
G06795,06795,4.12,9.54,33
G06796,06796,2.91,19.66,11
G06798,06798,6.27,13.48,18
G06801,06801,2.32,9,11
G06804,06804,4.41,13.11,9
G06807,06807,2.57,8.09,30
G06810,06810,1.13,0,14
G06811,06811,1.79,5.31,14
G06812,06812,5.85,12.72,12
G06820,06820,1.02,0,31
G06824,06824,2.95,0,34
G06825,06825,2.23,6.03,36
G06830,06830,1.01,0,46
G06831,06831,4.04,10.57,28
G06840,06840,1.65,0,32
G06850,06850,1.44,0,33
G06851,06851,1.24,0,31
G06853,06853,1.54,7.62,33
G06854,06854,0.9,0,37
G06855,06855,1.28,6.18,34
G06856,06856,0.15,4.06,37
G06870,06870,2.1,6.52,32
G06877,06877,5.54,17.95,17
G06878,06878,2.19,7.62,33
G06880,06880,1.03,0,32
G06883,06883,3.33,14.09,19
G06890,06890,2.09,7.07,35
G06896,06896,6.25,15.92,18
G06897,06897,0.51,0,33
G06901,06901,0.28,0,32
G06902,06902,0.26,0.96,31
G06903,06903,5.51,10.78,20
G06905,06905,2.03,0,27
G06906,06906,1.26,4.35,31
G06907,06907,3.07,6.25,25
G07001,07001,1.79,6.29,129
G07002,07002,0.93,0,203
G07003,07003,1.04,0,209
G07004,07004,0.69,0,121
G07005,07005,1.37,0,55
G07006,07006,1.42,0,103
G07008,07008,3.15,11.04,115
G07009,07009,2.2,5.72,159
G07010,07010,0.55,3.81,332
G07011,07011,0.55,0,276
G07012,07012,1.39,4.94,276
G07013,07013,0.75,0,290
G07014,07014,2.04,3.97,310
G07016,07016,1.16,0,139
G07017,07017,0.92,4.05,211
G07018,07018,0.47,0,212
G07020,07020,1.03,5.99,325
G07021,07021,0.9,5.45,101
G07022,07022,0.75,3.61,323
G07023,07023,0.9,2.25,100
G07024,07024,0.91,0,345
G07026,07026,1.5,5.53,265
G07027,07027,1.94,3.14,127
G07028,07028,0.38,2.8,202
G07029,07029,1.02,3.6,327
G07030,07030,0.67,0,369
G07031,07031,1.73,4.88,306
G07032,07032,1.52,0,295
G07033,07033,1.17,6.78,172
G07034,07034,1.35,7.98,94
G07035,07035,3.64,9.95,96
G07036,07036,2.47,7.03,155
G07039,07039,2.13,8.85,90
G07040,07040,1.76,5.19,141
G07041,07041,1.19,6.56,141
G07042,07042,0.59,0,200
G07043,07043,1.99,6.09,221
G07044,07044,0.9,0,142
G07045,07045,2.98,9.75,56
G07046,07046,1.57,6.77,52
G07047,07047,0.97,3.56,338
G07050,07050,0.46,0,192
G07052,07052,1.28,0,156
G07054,07054,0.74,0,87
G07055,07055,0.32,0,294
G07057,07057,1.43,4.08,288
G07058,07058,0.45,0,97
G07059,07059,4.68,11.68,62
G07060,07060,0.38,0,83
G07062,07062,0.82,5.83,77
G07063,07063,1.79,4.03,62
G07064,07064,2.48,5.94,102
G07065,07065,0.03,0,128
G07066,07066,0.84,0,91
G07067,07067,2.1,7.47,112
G07068,07068,2.41,7.06,97
G07069,07069,1.78,7.52,83
G07070,07070,3.15,6.32,302
G07071,07071,2.78,8.1,312
G07072,07072,2.81,6.26,314
G07073,07073,2.72,5.85,299
G07074,07074,2.49,8.46,323
G07075,07075,2.42,7.8,297
G07076,07076,1.76,0,74
G07077,07077,1.68,4.65,122
G07078,07078,2.17,10.04,104
G07079,07079,1.29,5.13,168
G07080,07080,1.45,0,69
G07081,07081,1.32,7.4,118
G07082,07082,4.23,9,86
G07083,07083,0.45,0,231
G07086,07086,0.6,2.34,373
G07087,07087,0.36,0,361
G07088,07088,1.08,4.93,180
G07090,07090,2.7,5.14,115
G07092,07092,1.65,9.32,97
G07093,07093,0.4,0,347
G07094,07094,0.46,0,344
G07095,07095,0.97,0,118
G07102,07102,0.05,0,306
G07103,07103,0.03,0,267
G07104,07104,0.51,0,245
G07105,07105,1.93,4.44,332
G07106,07106,0.81,3.06,204
G07107,07107,1.02,4.66,255
G07108,07108,0.74,0,232
G07109,07109,0.61,0,242
G07110,07110,1.73,5.32,285
G07111,07111,0.08,0,207
G07112,07112,0.84,3.81,231
G07114,07114,1.62,0,303
G07201,07201,0.95,0,252
G07202,07202,0.73,4.52,211
G07203,07203,1.48,7.57,133
G07204,07204,0.66,5.83,174
G07205,07205,1.18,4.77,225
G07206,07206,0.91,0,204
G07208,07208,0.57,0,201
G07302,07302,1.09,4.51,338
G07304,07304,0.1,0,329
G07305,07305,0.5,0,322
G07306,07306,0.49,0,348
G07307,07307,1.19,4.97,346
G07310,07310,0.51,5.67,334
G07311,07311,1.35,7.17,332
G07401,07401,1.67,6.58,82
G07403,07403,1.88,6.92,53
G07405,07405,5,11.16,32
G07407,07407,1.53,5.18,260
G07410,07410,1.11,0,271
G07416,07416,4.87,14.07,7
G07417,07417,3.66,10.04,139
G07419,07419,7.63,14.9,10
G07420,07420,0.31,0,54
G07421,07421,7.32,20.6,2
G07423,07423,2.87,7.09,205
G07424,07424,1.09,0,220
G07430,07430,3.22,6.2,42
G07432,07432,3.44,8.65,171
G07435,07435,7.93,17,22
G07436,07436,2.93,8.09,70
G07438,07438,5.97,22.02,11
