G_ZCTA,ZCTA,minDisFQHC,timeDrive,countDrive
G04286,04286,5.18,7.08,1
G04287,04287,11.59,29.85,1
G04289,04289,19.79,26.47,1
G04294,04294,16.2,24.31,1
G04330,04330,5.65,0,6
G04342,04342,4.63,13.26,1
G04343,04343,8.12,14.55,7
G04344,04344,6.07,13.3,5
G04345,04345,10.89,16.95,6
G04346,04346,7.75,14.88,6
G04347,04347,3.38,8.86,6
G04348,04348,5.12,15,1
G04349,04349,8.95,14.26,1
G04350,04350,10.29,22.26,1
G04351,04351,6.12,12.23,7
G04353,04353,6.65,0,5
G04354,04354,13.05,29.99,4
G04355,04355,13.07,24.82,6
G04357,04357,3.94,0,1
G04358,04358,12.57,15.32,5
G04359,04359,9.32,20.21,6
G04363,04363,5.76,17.93,6
G04364,04364,8.18,17.26,7
G04401,04401,1.7,0,27
G04411,04411,5.81,16.68,8
G04412,04412,0.9,0,28
G04413,04413,14.1,27.07,1
G04414,04414,12.94,0,4
G04415,04415,6.15,8.7,4
G04416,04416,4.82,0,5
G04417,04417,15.25,23.33,1
G04419,04419,13.51,22.62,25
G04424,04424,0.56,0,1
G04426,04426,13.25,24.64,3
G04427,04427,18.64,26.35,18
G04428,04428,10.75,18.92,22
G04429,04429,9.47,14.58,24
G04430,04430,1.17,0,7
G04431,04431,7.52,21.84,6
G04434,04434,11.56,14.31,7
G04435,04435,12.21,28.18,1
G04438,04438,7.11,20.7,1
G04443,04443,20.92,26.44,1
G04444,04444,7.68,0,24
G04448,04448,9.08,9.94,6
G04449,04449,15.53,26.12,20
G04450,04450,10.14,18.48,22
G04453,04453,11.52,22.45,3
G04455,04455,6.44,0,4
G04456,04456,12.88,19.59,22
G04457,04457,4.01,0,7
G04460,04460,6.41,0,12
G04461,04461,6.24,9.07,26
G04462,04462,33.46,0,7
G04463,04463,5.77,0,4
G04468,04468,10.47,0,26
G04469,04469,1.36,6.47,26
G04471,04471,16.31,28.5,7
G04472,04472,6.86,16.87,6
G04473,04473,2.63,0,26
G04474,04474,6.05,16.15,25
G04475,04475,6.9,14.65,4
G04479,04479,10.05,21.11,1
G04481,04481,7.34,18.15,2
G04487,04487,13.24,14.93,1
G04489,04489,3,3.78,27
G04490,04490,23,28.56,1
G04492,04492,14.09,18.46,1
G04493,04493,7.84,0,4
G04495,04495,7.07,15.61,6
G04496,04496,5.16,0,6
G04535,04535,11.85,28.48,1
G04574,04574,10.91,25.78,1
G04605,04605,11.04,0,1
G04606,04606,7.8,28.26,1
G04607,04607,12.87,19.47,2
G04619,04619,5.55,0,3
G04622,04622,18.49,15.58,2
G04623,04623,11.33,16.71,2
G04626,04626,13.85,26.12,2
G04630,04630,11.56,0,2
G04631,04631,2.22,0,1
G04640,04640,9.25,21,1
G04643,04643,4.24,0,2
G04648,04648,10,13.58,3
G04649,04649,15.82,26.3,1
G04652,04652,5.84,0,2
G04654,04654,8.78,0,2
G04655,04655,5.85,23.99,2
G04658,04658,0.98,0,2
G04666,04666,18.05,24.8,1
G04667,04667,10.78,11.86,1
G04668,04668,2.74,0,1
G04669,04669,14.73,27.95,1
G04671,04671,13.44,29.08,3
G04680,04680,4.97,9.35,2
G04684,04684,9.36,18.7,1
G04691,04691,11.97,21.19,4
G04694,04694,13.98,17.82,4
G04730,04730,4.76,0,6
G04732,04732,28.32,0,2
G04733,04733,16.85,21.78,3
G04734,04734,22.92,26.23,1
G04736,04736,3.87,0,5
G04739,04739,7.11,0,4
G04740,04740,11.96,15.58,2
G04742,04742,3.16,0,4
G04743,04743,7.34,0,5
G04745,04745,2.59,0,6
G04746,04746,15.55,18.5,5
G04747,04747,3.79,0,6
G04750,04750,12.69,22.22,3
G04756,04756,3.02,0,3
G04757,04757,11.94,13.22,2
G04758,04758,18.29,25.96,2
G04760,04760,23.14,24.98,6
G04761,04761,8.64,19.72,6
G04763,04763,5.44,21.86,8
G04765,04765,20.13,0,4
G04766,04766,11.05,13.96,3
G04769,04769,1.85,0,5
G04772,04772,9.63,23.05,5
G04773,04773,10.26,26.34,2
G04776,04776,10.83,12.18,6
G04777,04777,9.04,0,6
G04779,04779,17.65,28.24,3
G04781,04781,11.03,10.65,4
G04783,04783,20.26,28.67,2
G04785,04785,4.52,0,2
G04786,04786,1.59,0,4
G04787,04787,14.94,15.31,2
G04849,04849,9.82,24.52,1
G04851,04851,1.37,0,1
G04853,04853,0.93,0,2
G04863,04863,3.07,0,4
G04901,04901,9.22,21.51,5
G04910,04910,1.29,0,1
G04911,04911,6.33,12.89,1
G04912,04912,15.27,28.72,1
G04915,04915,4.8,0,1
G04917,04917,2.34,0,5
G04918,04918,1.34,11,5
G04920,04920,8.86,0,1
G04921,04921,16.58,25.36,2
G04923,04923,10.92,26.03,1
G04924,04924,19.57,25.89,2
G04926,04926,7.01,6.93,5
G04927,04927,15.07,27.89,1
G04928,04928,7.77,13.29,2
G04929,04929,8.02,15.58,1
G04930,04930,1.86,0,2
G04932,04932,17.49,26.41,2
G04933,04933,4.27,10.6,1
G04937,04937,18.39,25.64,5
G04939,04939,9.45,16.56,1
G04940,04940,16.48,29.22,1
G04943,04943,17,23.65,1
G04944,04944,18.93,28.48,1
G04945,04945,12.73,0,2
G04947,04947,9.24,0,1
G04950,04950,5.51,0,1
G04951,04951,14.81,18.88,2
G04952,04952,8.14,16.04,1
G04953,04953,3.77,0,2
G04955,04955,16.39,28.08,1
G04956,04956,7.25,17,1
G04957,04957,9.53,21.45,1
G04958,04958,11.51,24.92,1
G04962,04962,13.37,24.11,5
G04963,04963,7.07,23.85,5
G04964,04964,12.79,20.47,1
G04965,04965,5.68,10.33,2
G04966,04966,14.7,21.56,1
G04967,04967,12.85,16.31,1
G04969,04969,7.98,15.88,1
G04970,04970,4.98,0,1
G04971,04971,11.63,25.8,1
G04973,04973,12.78,23.21,1
G04974,04974,9.55,19.82,1
G04975,04975,13.72,24.69,5
G04976,04976,13.77,20.03,1
G04979,04979,12.39,27.8,1
G04981,04981,6.55,22.83,7
G04983,04983,11.06,0,1
G04986,04986,15.31,27.21,1
G04987,04987,15.94,27.87,1
G04988,04988,8.52,15.87,1
G04989,04989,14.4,21.1,4
G04992,04992,15.78,27.7,2
G05031,05031,10.67,28.17,1
G05032,05032,4.35,0,6
G05033,05033,2.63,0,10
G05036,05036,2.08,0,2
G05037,05037,12.39,26.6,1
G05038,05038,0.69,0,1
G05039,05039,5.85,29.1,6
G05040,05040,1.38,0,7
G05041,05041,6.46,12.32,8
G05042,05042,7.12,19.48,3
G05043,05043,16.71,24.89,6
G05045,05045,7.6,21.94,6
G05046,05046,9.71,25.08,2
G05050,05050,11.03,17.85,6
G05051,05051,5.4,0,9
G05056,05056,11.9,18.22,2
G05058,05058,13.35,27.28,7
G05060,05060,2.32,0,6
G05061,05061,3.31,13.13,7
G05068,05068,5.21,26.85,1
G05069,05069,4.9,17.25,10
G05077,05077,9.07,18.85,2
G05079,05079,9.24,20.53,1
G05081,05081,1.97,0,10
G05083,05083,11.47,24.64,1
G05086,05086,7.27,28.06,7
G05089,05089,16.11,23.9,8
G05101,05101,6.03,0,10
G05141,05141,8.84,19.08,2
G05142,05142,6.85,12.23,10
G05143,05143,2.54,0,12
G05146,05146,8.41,16.56,9
G05148,05148,3.48,0,4
G05149,05149,1.8,0,11
G05150,05150,1.12,0,12
G05151,05151,6.55,14.38,8
G05152,05152,4.85,13.06,1
G05153,05153,3.3,9.93,10
G05154,05154,6.35,11.44,9
G05155,05155,11.09,10.2,1
G05156,05156,0.98,0,12
G05158,05158,3.26,10.81,9
G05161,05161,8.1,14.01,3
G05250,05250,5.21,0,1
G05252,05252,6.51,19.19,1
G05253,05253,10.48,28.21,1
G05254,05254,9.97,16.72,1
G05255,05255,10.78,20.44,2
G05260,05260,14.33,24.66,1
G05261,05261,9.36,26.36,1
G05262,05262,8.98,23.38,1
G05301,05301,24.05,29.81,3
G05340,05340,9.16,23.06,1
G05343,05343,13.5,21.35,1
G05346,05346,11.37,27.4,1
G05350,05350,12.85,27.46,1
G05352,05352,7.93,14.54,2
G05359,05359,12.18,26.87,1
G05401,05401,0.13,0,9
G05403,05403,1.19,0,9
G05404,05404,0.54,0,9
G05405,05405,1.04,3.18,9
G05408,05408,3.36,9.43,8
G05439,05439,1.89,4.76,9
G05440,05440,1.92,0,5
G05441,05441,11.63,19.05,1
G05443,05443,3.51,0,2
G05444,05444,8.07,26.86,1
G05445,05445,14.16,25.68,7
G05446,05446,5.47,8.59,9
G05447,05447,6.7,11.51,4
G05450,05450,1.2,0,4
G05452,05452,9.43,17.12,8
G05454,05454,3.37,0,2
G05455,05455,7.29,14.35,3
G05456,05456,13.4,23.46,2
G05457,05457,9.72,17.9,3
G05458,05458,5.74,11.57,1
G05459,05459,8.83,14.06,5
G05461,05461,14.5,24.18,8
G05463,05463,10.75,19.83,1
G05464,05464,13.75,23.84,5
G05465,05465,15.87,26.11,1
G05468,05468,9.23,21.71,4
G05471,05471,14.71,24.28,4
G05472,05472,5.8,14.23,2
G05474,05474,12.79,14.43,4
G05476,05476,3.88,0,4
G05478,05478,0.72,0,5
G05481,05481,9.76,18.79,1
G05482,05482,6.81,13.38,8
G05483,05483,10.11,20.47,4
G05485,05485,10.29,17.26,4
G05486,05486,2.55,0,9
G05487,05487,10.43,26.19,2
G05488,05488,0.19,0,4
G05491,05491,14.3,26.04,3
G05494,05494,6.52,13.4,3
G05495,05495,6.61,10.92,8
G05602,05602,7.64,13.42,7
G05640,05640,3.75,22.01,6
G05641,05641,6.3,0,8
G05647,05647,1.54,0,10
G05648,05648,6.89,29.03,6
G05649,05649,9.75,8.87,7
G05650,05650,5.81,24.93,8
G05651,05651,0.81,0,8
G05652,05652,14.98,28.95,4
G05653,05653,14.11,29.15,4
G05654,05654,8.74,12.45,8
G05655,05655,5.04,16.6,4
G05656,05656,9.84,19.81,4
G05657,05657,4.81,15.94,6
G05658,05658,5.42,13.61,9
G05661,05661,2.51,0,7
G05663,05663,9.6,24.6,3
G05664,05664,7.4,26.22,2
G05667,05667,1.62,0,8
G05672,05672,0.91,0,5
G05675,05675,7.88,17.33,3
G05676,05676,14.31,27.34,2
G05677,05677,7.87,23.01,5
G05678,05678,7.6,10.39,7
G05679,05679,9.62,11.8,9
G05680,05680,8.21,16.55,6
G05681,05681,5.68,13.89,8
G05701,05701,3.85,0,6
G05730,05730,8.92,20.39,2
G05732,05732,7.06,6.4,5
G05733,05733,1.48,0,5
G05734,05734,8.19,15.35,1
G05735,05735,4.61,0,5
G05736,05736,3.53,9.49,5
G05738,05738,9.85,27.44,4
G05740,05740,15.72,23.21,3
G05742,05742,14.67,24.08,6
G05743,05743,8.61,14.07,1
G05744,05744,10.3,27.6,5
G05747,05747,9.48,16.75,1
G05748,05748,8.59,10.05,1
G05751,05751,12.58,19.31,4
G05753,05753,13.43,26.27,4
G05758,05758,7.25,17.39,2
G05759,05759,5.85,10.21,5
G05760,05760,9.23,13.85,2
G05761,05761,6.83,15.71,1
G05762,05762,7.62,22.28,2
G05763,05763,10.19,15.21,5
G05764,05764,7.92,15.68,2
G05765,05765,7.12,14.66,6
G05767,05767,1.56,0,1
G05769,05769,10.97,16.43,1
G05770,05770,1.37,0,2
G05772,05772,11.8,16.52,2
G05773,05773,16.93,21.33,4
G05774,05774,3.97,11.85,2
G05775,05775,3.8,0,1
G05776,05776,13.51,24.24,1
G05777,05777,7.52,16.57,5
G05778,05778,7.13,17,2
G05819,05819,4.44,0,5
G05821,05821,9.34,20.3,4
G05822,05822,7.05,16.18,1
G05824,05824,2.2,0,3
G05825,05825,5.98,17.22,1
G05826,05826,13.89,23.03,2
G05827,05827,16.74,26,2
G05828,05828,3.21,0,6
G05829,05829,16.42,28.21,3
G05832,05832,15.29,27.46,1
G05833,05833,6.18,11.54,2
G05836,05836,6.49,12.39,3
G05839,05839,13.27,21.99,1
G05841,05841,10.82,22.56,2
G05842,05842,10.63,18.98,2
G05843,05843,0.92,0,8
G05845,05845,7.13,16.34,1
G05846,05846,2.15,0,2
G05850,05850,9.14,16.3,3
G05851,05851,11.25,18.94,2
G05853,05853,9.45,19.02,2
G05855,05855,11.45,24.51,1
G05857,05857,14.25,28.62,1
G05858,05858,13.4,22.28,1
G05860,05860,6.7,0,1
G05862,05862,10.01,26.3,1
G05866,05866,17.13,23.05,2
G05872,05872,11.89,20.6,3
G05873,05873,4.71,13.33,5
G05902,05902,3.58,9.21,2
G05903,05903,6.95,0,2
G05904,05904,7.76,20.54,4
G05906,05906,12.22,16.95,2
G05907,05907,11.57,25.32,2
G06001,06001,8,20.08,69
G06002,06002,1.44,0,82
G06010,06010,0.52,0,113
G06013,06013,5.41,18.38,43
G06016,06016,0.64,0,75
G06018,06018,14.66,22.24,8
G06019,06019,11.56,23.66,36
G06020,06020,9.79,19.28,78
G06021,06021,9.23,17.69,9
G06022,06022,10.34,21.68,13
G06023,06023,3.64,9.12,126
G06024,06024,16.38,21.34,8
G06026,06026,9.91,15.81,51
G06027,06027,12.95,26.86,5
G06029,06029,4.32,6.79,72
G06031,06031,16.47,29.94,6
G06032,06032,3.48,10.37,94
G06033,06033,5.79,11.31,104
G06035,06035,13.15,17.87,48
G06037,06037,3.68,8.36,117
G06039,06039,8.59,21.43,3
G06040,06040,1.53,0,71
G06042,06042,0.31,0,84
G06043,06043,5.38,11.57,49
G06051,06051,0.51,0,135
G06052,06052,0.15,0,136
G06053,06053,0.77,0,125
G06057,06057,4.55,14.53,9
G06058,06058,9.82,16.73,9
G06059,06059,8.73,16.93,9
G06060,06060,12.68,27.08,6
G06061,06061,8.17,14.18,13
G06062,06062,0.36,0,127
G06063,06063,6.62,12.12,9
G06065,06065,6.21,18.6,9
G06066,06066,2.44,0,76
G06067,06067,6.58,14.71,125
G06068,06068,14.29,27.61,3
G06069,06069,6.85,11.9,7
G06070,06070,7.01,17.48,36
G06071,06071,6.05,13.44,36
G06073,06073,7.8,15.54,60
G06074,06074,1.22,0,80
G06076,06076,0.46,0,24
G06078,06078,3.54,9.96,63
G06081,06081,7.68,11.93,55
G06082,06082,0.19,0,73
G06084,06084,5.56,11.34,57
G06085,06085,3.26,11.83,80
G06088,06088,1.05,0,70
G06089,06089,5.98,14.5,75
G06090,06090,14.08,25.22,9
G06091,06091,10.27,17.67,9
G06092,06092,9.44,22.64,9
G06093,06093,8.58,19.09,31
G06095,06095,4.96,0,94
G06096,06096,4.04,7.86,71
G06098,06098,3.15,0,9
G06103,06103,0.73,2.27,136
G06105,06105,0.45,0,136
G06106,06106,0.23,0,136
G06107,06107,3.59,6.24,124
G06108,06108,1.13,0,120
G06109,06109,3.82,8,126
G06110,06110,1.77,6.73,124
G06111,06111,2.41,8.02,126
G06112,06112,0.55,0,136
G06114,06114,0.37,0,136
G06117,06117,4.11,6.26,90
G06118,06118,0.43,0,105
G06119,06119,1.5,3.85,126
G06120,06120,1.74,0,136
G06160,06160,0.35,3.37,136
G06226,06226,1.35,0,12
G06231,06231,4.56,14.08,15
G06232,06232,10.32,16.16,35
G06234,06234,5.25,10.06,9
G06235,06235,9.68,12.54,5
G06237,06237,5.77,10.27,23
G06238,06238,9.92,17.58,35
G06239,06239,2.07,0,11
G06241,06241,5.03,11.14,10
G06242,06242,5.18,14.56,10
G06243,06243,4.69,13.35,13
G06247,06247,11.96,19.93,5
G06248,06248,10.57,22.58,27
G06249,06249,7.81,16.27,13
G06250,06250,5.71,9.5,7
G06254,06254,7.25,11.85,19
G06255,06255,5.65,11.17,13
G06256,06256,5.07,9.72,14
G06259,06259,6.46,13.53,8
G06260,06260,3.05,0,12
G06262,06262,5.85,11.05,11
G06263,06263,3.6,11.43,11
G06264,06264,8.8,12.31,15
G06266,06266,5.44,9.02,13
G06268,06268,7.94,16.09,13
G06269,06269,9.09,15.03,18
G06277,06277,6.77,11.76,13
G06278,06278,0.12,0,12
G06279,06279,6.18,12.09,28
G06280,06280,6.18,7.24,14
G06281,06281,8.13,16.4,9
G06282,06282,7.81,17.44,6
G06320,06320,0.34,0,20
G06330,06330,7.64,14.56,16
G06331,06331,7.18,15.95,6
G06332,06332,1.99,6.13,18
G06333,06333,6.94,10.16,23
G06334,06334,5.32,9.73,25
G06335,06335,5.45,14.57,19
G06336,06336,7.74,12.04,22
G06339,06339,7.75,19.12,20
G06340,06340,1.51,0,21
G06350,06350,7.42,20.03,12
G06351,06351,2.63,0,20
G06353,06353,1.54,7.08,21
G06354,06354,2.92,0,9
G06355,06355,5.47,10.47,11
G06357,06357,3.39,12.18,23
G06359,06359,9.82,18.8,13
G06360,06360,0.26,0,23
G06365,06365,5.42,14.29,14
G06370,06370,1.81,18.44,16
G06371,06371,7.69,9.52,14
G06373,06373,7.73,12.6,6
G06374,06374,2.99,8.55,20
G06375,06375,2.15,0,20
G06376,06376,7.03,16.53,14
G06377,06377,5.71,10.1,5
G06378,06378,6.23,13.77,11
G06379,06379,2.16,5.54,11
G06380,06380,2.45,8.15,25
G06382,06382,3.18,0,21
G06384,06384,10.16,15.9,12
G06385,06385,2.3,0,23
G06387,06387,3.16,7.86,9
G06389,06389,3.04,6.18,28
G06401,06401,0.97,0,122
G06403,06403,4.51,8.68,60
G06405,06405,3.64,0,70
G06409,06409,6.46,9.6,28
G06410,06410,5.24,13.33,143
G06412,06412,8.63,17.75,27
G06413,06413,0.16,0,29
G06414,06414,4.97,6.78,76
G06415,06415,1.98,0,19
G06416,06416,2.93,9.59,122
G06417,06417,7.35,16.54,23
G06418,06418,1.36,4.51,122
G06419,06419,7.85,11.21,25
G06420,06420,7.59,16.18,24
G06422,06422,5.84,17.24,48
G06423,06423,4.48,11.35,5
G06424,06424,5.37,12.08,62
G06426,06426,6.06,9.05,28
G06437,06437,4.68,12.92,65
G06438,06438,5.48,14.71,23
G06441,06441,8.14,19.07,27
G06442,06442,6.54,14.56,24
G06443,06443,7.7,11.42,28
G06444,06444,3.32,7.9,94
G06447,06447,8.87,15.68,76
G06450,06450,0.17,0,183
G06451,06451,0.43,0,167
G06455,06455,3.23,9.11,67
G06456,06456,5.72,9.24,59
G06457,06457,0.84,0,104
G06460,06460,1.55,0,106
G06461,06461,2.27,0,106
G06467,06467,5.58,9.3,132
G06468,06468,8.7,15.11,46
G06469,06469,0.93,0,24
G06470,06470,2.02,0,18
G06471,06471,3.22,9.26,80
G06472,06472,5.61,9.67,98
G06473,06473,0.6,0,111
G06475,06475,1.32,0,17
G06477,06477,3.33,9.5,111
G06478,06478,7.55,17.2,33
G06479,06479,5.7,11.09,116
G06480,06480,2.46,0,106
G06481,06481,1.92,7.1,82
G06482,06482,4.01,12.76,29
G06483,06483,3.78,8.88,118
G06484,06484,4.53,9.45,117
G06488,06488,7.49,14.48,31
G06489,06489,5.19,9.9,111
G06492,06492,2.4,0,136
G06498,06498,3.73,8.77,8
G06510,06510,0.34,0,120
G06511,06511,0.53,0,101
G06512,06512,0.32,0,86
G06513,06513,0.47,0,91
G06514,06514,1.53,0,107
G06515,06515,0.31,0,136
G06516,06516,1.36,0,108
G06517,06517,2.06,8.64,85
G06518,06518,4.35,8.56,113
G06519,06519,0.04,0,126
G06524,06524,6.95,13.05,77
G06525,06525,3.6,5.89,138
G06604,06604,0.14,0,70
G06605,06605,0.15,0,85
G06606,06606,0.15,0,72
G06607,06607,0.39,0,84
G06608,06608,0.06,0,84
G06610,06610,0.45,0,84
G06611,06611,2.95,0,79
G06612,06612,7.18,9.74,56
G06614,06614,0.7,0,84
G06615,06615,0.95,0,108
G06702,06702,0.44,0,71
G06704,06704,1.83,0,56
G06705,06705,1.45,0,76
G06706,06706,1.02,0,93
G06708,06708,1.3,0,72
G06710,06710,0.4,0,56
G06712,06712,4.07,8.57,113
G06716,06716,3.53,8.8,72
G06750,06750,11.88,20.67,6
G06751,06751,11.71,20.68,20
G06752,06752,10.78,24.76,16
G06754,06754,15.2,29.65,3
G06755,06755,5.57,10.29,5
G06756,06756,7.87,14.74,9
G06757,06757,8.16,22.36,1
G06758,06758,13.8,28.1,8
G06759,06759,7.27,15.73,18
G06762,06762,5.56,6.4,36
G06763,06763,10.96,21.92,34
G06770,06770,0.25,0,93
G06776,06776,11.01,20.24,15
G06778,06778,7.82,17.54,41
G06779,06779,2.16,6.86,59
G06782,06782,4.65,13.24,60
G06783,06783,13.09,25.76,7
G06784,06784,7.99,17.5,17
G06785,06785,9.03,20.23,1
G06786,06786,2.57,9.38,62
G06787,06787,6.83,13.97,60
G06790,06790,2.41,0,36
G06791,06791,5.53,12.24,36
G06795,06795,5.67,9.54,45
G06796,06796,14.13,24.92,9
G06798,06798,9.87,16.76,17
G06801,06801,0.4,0,17
G06804,06804,6.47,12.01,17
G06807,06807,1.97,8.09,38
G06810,06810,1.41,0,17
G06811,06811,1.12,0,17
G06812,06812,6.77,7.41,17
G06820,06820,2.99,7.46,51
G06824,06824,4.08,8.88,63
G06825,06825,2.01,0,55
G06830,06830,2.18,0,53
G06831,06831,6.34,10.57,34
G06840,06840,4.59,8.72,56
G06850,06850,2.14,7.15,71
G06851,06851,3.49,8.17,65
G06853,06853,1.39,8.78,64
G06854,06854,0.61,0,70
G06855,06855,1.4,6.18,74
G06856,06856,0.69,4.6,71
G06870,06870,2.32,6.41,39
G06877,06877,8.24,18.98,16
G06878,06878,2.57,7.17,39
G06880,06880,6.53,11.99,69
G06883,06883,11.25,22.82,31
G06890,06890,5.31,10.99,67
G06896,06896,6.78,14.53,21
G06897,06897,9.31,16.23,67
G06901,06901,0.52,0.42,37
G06902,06902,0.29,0,37
G06903,06903,2.13,0,33
G06905,06905,1.49,0,37
G06906,06906,0.34,0,36
G06907,06907,0.34,0,36
G07001,07001,6.54,12,58
G07002,07002,2.62,7.26,248
G07003,07003,2.67,7.11,202
G07004,07004,9.88,14.2,58
G07005,07005,10.45,15.71,17
G07006,07006,7.45,12.12,40
G07008,07008,5.75,15.64,65
G07009,07009,7.2,9.23,111
G07010,07010,2.1,6.32,419
G07011,07011,2.35,3,336
G07012,07012,3.15,5.01,342
G07013,07013,3.8,4.7,361
G07014,07014,3.03,3.97,387
G07016,07016,7.37,11.76,69
G07017,07017,0.73,0,165
G07018,07018,0.95,3.18,179
G07020,07020,1.48,7.2,409
G07021,07021,5.28,10.54,40
G07022,07022,2.76,4.84,408
G07023,07023,3.28,8.8,45
G07024,07024,2.22,3.8,426
G07026,07026,0.52,0,335
G07027,07027,7.14,13.42,62
G07028,07028,3.02,6.3,164
G07029,07029,0.32,0,413
G07030,07030,1.13,5.77,508
G07031,07031,2.44,7.3,398
G07032,07032,2.61,3.51,391
G07033,07033,5.65,9.72,100
G07034,07034,10.37,16.78,33
G07035,07035,9.18,14.96,43
G07036,07036,4.41,10.51,118
G07039,07039,5.9,8.85,40
G07040,07040,2.36,5.19,81
G07041,07041,4.47,6.56,85
G07042,07042,3.78,6.77,177
G07043,07043,5.88,9.89,218
G07044,07044,5.18,7.58,81
G07045,07045,13.06,20.87,19
G07046,07046,8.24,11.78,12
G07047,07047,0.95,0,453
G07050,07050,0.61,0,132
G07052,07052,1.77,0,100
G07054,07054,7.73,13.28,35
G07055,07055,0.78,0,357
G07057,07057,1.13,4.08,354
G07058,07058,10.78,15.48,37
G07059,07059,5.07,14.94,22
G07060,07060,0.77,0,30
G07062,07062,1.9,5.83,31
G07063,07063,0.82,0,14
G07064,07064,5.62,11.95,51
G07065,07065,6.52,14.54,62
G07066,07066,5.48,10.11,38
G07067,07067,3.79,10.6,51
G07068,07068,6.04,9.21,42
G07069,07069,3.27,7.52,33
G07070,07070,3.93,6.32,391
G07071,07071,3.87,8.8,391
G07072,07072,4.68,6.26,400
G07073,07073,4.64,5.85,387
G07074,07074,4.31,8.65,404
G07075,07075,2.37,7.8,382
G07076,07076,3.28,10.61,35
G07077,07077,4.26,8.91,58
G07078,07078,6.87,11.13,50
G07079,07079,2.64,5.13,93
G07080,07080,3.14,7.15,16
G07081,07081,6.61,10.89,55
G07082,07082,11.98,16.62,32
G07083,07083,3.64,6.26,172
G07086,07086,0.87,2.34,512
G07087,07087,0.44,0,498
G07088,07088,3.44,4.93,109
G07090,07090,5.99,12.95,55
G07092,07092,7.26,14.83,48
G07093,07093,0.53,0,469
G07094,07094,2.23,6.71,475
G07095,07095,4.27,7.44,54
G07102,07102,0.32,0,360
G07103,07103,0.27,0,279
G07104,07104,0.98,0,255
G07105,07105,1.72,0,441
G07106,07106,1.55,3.06,143
G07107,07107,0.72,3.25,257
G07108,07108,0.65,0,203
G07109,07109,1.17,6.72,260
G07110,07110,3.36,7.54,360
G07111,07111,0.33,0,159
G07112,07112,0.49,0,193
G07114,07114,2.66,0,334
G07201,07201,2.07,5.23,251
G07202,07202,2.23,6.34,191
G07203,07203,5,11.9,92
G07204,07204,4.71,9.67,120
G07205,07205,1.66,5.46,187
G07206,07206,0.16,0,197
G07208,07208,1.9,6.6,188
G07302,07302,0.19,0,485
G07304,07304,0.58,0,469
G07305,07305,1.32,4.34,426
G07306,07306,0.63,0,480
G07307,07307,1.28,0,486
G07310,07310,1.04,3.62,484
G07311,07311,0.77,2.66,477
G07401,07401,7.36,15.85,91
G07403,07403,14.18,21.78,14
G07405,07405,15.4,23.01,10
G07407,07407,2.39,7.02,323
G07410,07410,3.63,8.33,334
G07416,07416,11.88,24.54,5
G07417,07417,8.12,12.58,203
G07419,07419,15.43,24.85,2
G07420,07420,13.35,20.07,16
G07423,07423,8.68,14.62,270
G07424,07424,4.27,8.97,217
G07430,07430,5.04,13.97,21
G07432,07432,6.85,10.58,252
G07435,07435,15.86,23.38,7
G07436,07436,10.9,15.92,71
G07438,07438,13.67,22.02,4
G07439,07439,10.68,21.49,5
G07440,07440,8.67,15.18,42
G07442,07442,10.64,15.69,22
G07444,07444,10.16,18.08,21
G07446,07446,5.11,13.83,23
G07450,07450,6.72,13.15,251
G07452,07452,4.64,9.37,272
G07456,07456,10.32,22.74,18
G07457,07457,11.52,21.96,12
G07458,07458,6.41,13.89,25
G07460,07460,18.37,29.17,1
G07461,07461,13.03,21.67,2
G07463,07463,8.78,15.81,161
G07465,07465,13.17,25.72,3
G07470,07470,5.5,9,56
G07481,07481,6.86,11.82,242
G07495,07495,2.69,9.15,22
G07501,07501,0.69,0,311
G07502,07502,1.6,3.1,287
G07503,07503,2.09,4.11,307
G07504,07504,1.75,3.43,324
G07505,07505,0.51,1.32,312
G07506,07506,3.25,7.15,279
G07508,07508,2.89,4.03,253
G07512,07512,3.86,5.77,253
G07513,07513,1.65,3.26,328
G07514,07514,1.58,3.86,322
G07522,07522,0.44,0,287
G07524,07524,1.29,4.22,297
G07601,07601,0.5,0,353
G07603,07603,1.23,4.65,384
G07604,07604,2.72,5.96,375
G07605,07605,2.36,5.37,416
G07606,07606,2.61,6.57,374
G07607,07607,2.21,3.14,359
G07608,07608,3.23,5.71,376
G07620,07620,2.78,12.2,291
G07621,07621,3.46,5.65,363
G07624,07624,5.62,12.22,268
G07626,07626,4.26,8.34,320
G07627,07627,4.48,9.4,315
G07628,07628,5.24,7.52,343
G07630,07630,8.27,12.6,285
G07631,07631,0.56,0,380
G07632,07632,2.41,3.87,397
G07640,07640,7.64,13.17,259
G07641,07641,6.84,9.91,318
G07642,07642,9.02,16.83,228
G07643,07643,3.58,6.58,404
G07644,07644,1.51,6.53,350
G07645,07645,4.96,14.71,28
G07646,07646,4.66,8.82,337
G07647,07647,7.07,13.29,230
G07648,07648,6.38,13.5,257
G07649,07649,6.52,10.22,333
G07650,07650,3.86,6.5,407
G07652,07652,5.89,10.57,317
G07656,07656,6.46,14.54,108
G07657,07657,4.09,7.13,404
G07660,07660,3.17,6.93,375
G07661,07661,3.8,7.4,354
G07662,07662,2.78,5.38,347
G07663,07663,1.97,8.75,322
G07666,07666,2.09,5.84,405
G07670,07670,3.23,5.26,358
