G_ZCTA,GEOID,IntSub,IntNoSub,noInt,total,IntSubPct,IntNoSubPct,NoIntPct,year,ZCTA
G4877531,4877531,4822,336,950,6108,78.95,5.5,15.55,2019,77531
G4877534,4877534,748,5,63,816,91.67,0.61,7.72,2019,77534
G4877536,4877536,9806,261,596,10663,91.96,2.45,5.59,2019,77536
G4877538,4877538,235,4,107,346,67.92,1.16,30.92,2019,77538
G4877546,4877546,16895,126,639,17660,95.67,0.71,3.62,2019,77546
G4877563,4877563,3481,128,675,4284,81.26,2.99,15.76,2019,77563
G4875568,4875568,725,9,295,1029,70.46,0.87,28.67,2019,75568
G4875975,4875975,1033,41,415,1489,69.38,2.75,27.87,2019,75975
G4875901,4875901,8908,230,1409,10547,84.46,2.18,13.36,2019,75901
G4875928,4875928,311,24,35,370,84.05,6.49,9.46,2019,75928
G4875948,4875948,1991,77,575,2643,75.33,2.91,21.76,2019,75948
G4875954,4875954,737,2,225,964,76.45,0.21,23.34,2019,75954
G4875960,4875960,142,0,115,257,55.25,0,44.75,2019,75960
G4875001,4875001,7490,119,520,8129,92.14,1.46,6.4,2019,75001
G4875013,4875013,14067,57,445,14569,96.55,0.39,3.05,2019,75013
G4875022,4875022,8172,103,97,8372,97.61,1.23,1.16,2019,75022
G4875034,4875034,36572,794,806,38172,95.81,2.08,2.11,2019,75034
G4875040,4875040,16298,284,1713,18295,89.08,1.55,9.36,2019,75040
G4875050,4875050,11624,432,2637,14693,79.11,2.94,17.95,2019,75050
G4875052,4875052,26924,330,2421,29675,90.73,1.11,8.16,2019,75052
G4875061,4875061,13328,347,3570,17245,77.29,2.01,20.7,2019,75061
G4875063,4875063,15383,251,485,16119,95.43,1.56,3.01,2019,75063
G4875078,4875078,8162,72,252,8486,96.18,0.85,2.97,2019,75078
G4875081,4875081,14145,153,731,15029,94.12,1.02,4.86,2019,75081
G4875119,4875119,7726,256,1527,9509,81.25,2.69,16.06,2019,75119
G4875124,4875124,1198,24,495,1717,69.77,1.4,28.83,2019,75124
G4875146,4875146,5739,230,904,6873,83.5,3.35,13.15,2019,75146
G4875172,4875172,898,152,334,1384,64.88,10.98,24.13,2019,75172
G4875181,4875181,7802,52,186,8040,97.04,0.65,2.31,2019,75181
G4875206,4875206,19227,372,1320,20919,91.91,1.78,6.31,2019,75206
G4875007,4875007,17765,233,1467,19465,91.27,1.2,7.54,2019,75007
G4875009,4875009,3873,72,262,4207,92.06,1.71,6.23,2019,75009
G4875020,4875020,6788,236,1871,8895,76.31,2.65,21.03,2019,75020
G4875067,4875067,22545,579,1688,24812,90.86,2.33,6.8,2019,75067
G4875080,4875080,16957,724,1175,18856,89.93,3.84,6.23,2019,75080
G4875090,4875090,5934,551,1908,8393,70.7,6.56,22.73,2019,75090
G4875104,4875104,14438,257,926,15621,92.43,1.65,5.93,2019,75104
G4875110,4875110,7653,102,2180,9935,77.03,1.03,21.94,2019,75110
G4875140,4875140,1674,138,525,2337,71.63,5.91,22.46,2019,75140
G4875153,4875153,103,0,25,128,80.47,0,19.53,2019,75153
G4875159,4875159,4123,340,896,5359,76.94,6.34,16.72,2019,75159
G4875161,4875161,1479,112,515,2106,70.23,5.32,24.45,2019,75161
G4875166,4875166,1231,48,110,1389,88.62,3.46,7.92,2019,75166
G4875169,4875169,3922,202,1255,5379,72.91,3.76,23.33,2019,75169
G4875189,4875189,8614,273,371,9258,93.04,2.95,4.01,2019,75189
G4875207,4875207,1686,22,23,1731,97.4,1.27,1.33,2019,75207
G4877857,4877857,163,57,111,331,49.24,17.22,33.53,2019,77857
G4877861,4877861,716,21,111,848,84.43,2.48,13.09,2019,77861
G4877868,4877868,3462,158,1039,4659,74.31,3.39,22.3,2019,77868
G4877876,4877876,33,0,0,33,100,0,0,2019,77876
G4877880,4877880,344,0,157,501,68.66,0,31.34,2019,77880
G4877905,4877905,3858,280,1346,5484,70.35,5.11,24.54,2019,77905
G4877960,4877960,37,0,28,65,56.92,0,43.08,2019,77960
G4877963,4877963,1286,122,601,2009,64.01,6.07,29.92,2019,77963
G4877978,4877978,208,7,53,268,77.61,2.61,19.78,2019,77978
G4877657,4877657,6961,109,661,7731,90.04,1.41,8.55,2019,77657
G4877708,4877708,3707,86,1159,4952,74.86,1.74,23.4,2019,77708
G4877833,4877833,7578,260,2325,10163,74.56,2.56,22.88,2019,77833
G4877845,4877845,22607,630,1106,24343,92.87,2.59,4.54,2019,77845
G4877871,4877871,867,56,204,1127,76.93,4.97,18.1,2019,77871
G4877878,4877878,135,0,35,170,79.41,0,20.59,2019,77878
G4877995,4877995,2886,149,867,3902,73.96,3.82,22.22,2019,77995
G4877004,4877004,10539,399,2480,13418,78.54,2.97,18.48,2019,77004
G4877008,4877008,14436,323,1578,16337,88.36,1.98,9.66,2019,77008
G4877006,4877006,11661,464,847,12972,89.89,3.58,6.53,2019,77006
G4878722,4878722,2816,103,341,3260,86.38,3.16,10.46,2019,78722
G4878664,4878664,19235,349,1022,20606,93.35,1.69,4.96,2019,78664
G4878232,4878232,14942,226,610,15778,94.7,1.43,3.87,2019,78232
G4878235,4878235,412,167,61,640,64.38,26.09,9.53,2019,78235
G4878238,4878238,6805,786,1536,9127,74.56,8.61,16.83,2019,78238
G4878245,4878245,19969,229,1507,21705,92,1.06,6.94,2019,78245
G4878247,4878247,15767,909,747,17423,90.5,5.22,4.29,2019,78247
G4878253,4878253,11735,219,398,12352,95,1.77,3.22,2019,78253
G4878256,4878256,3980,181,110,4271,93.19,4.24,2.58,2019,78256
G4878259,4878259,8898,243,308,9449,94.17,2.57,3.26,2019,78259
G4878260,4878260,7878,107,355,8340,94.46,1.28,4.26,2019,78260
G4878339,4878339,118,0,39,157,75.16,0,24.84,2019,78339
G4878359,4878359,317,8,305,630,50.32,1.27,48.41,2019,78359
G4878361,4878361,940,12,697,1649,57,0.73,42.27,2019,78361
G4878369,4878369,37,12,79,128,28.91,9.38,61.72,2019,78369
G4878370,4878370,1036,29,463,1528,67.8,1.9,30.3,2019,78370
G4878373,4878373,1806,101,268,2175,83.03,4.64,12.32,2019,78373
G4878377,4878377,891,18,312,1221,72.97,1.47,25.55,2019,78377
G4878382,4878382,7047,182,1099,8328,84.62,2.19,13.2,2019,78382
G4878385,4878385,77,0,96,173,44.51,0,55.49,2019,78385
G4878002,4878002,1220,20,525,1765,69.12,1.13,29.75,2019,78002
G4878017,4878017,665,0,355,1020,65.2,0,34.8,2019,78017
G4878001,4878001,0,0,0,0,NA,NA,NA,2019,78001
G4878007,4878007,37,5,18,60,61.67,8.33,30,2019,78007
G4878011,4878011,379,0,199,578,65.57,0,34.43,2019,78011
G4878016,4878016,2407,197,1002,3606,66.75,5.46,27.79,2019,78016
G4878076,4878076,2488,113,1511,4112,60.51,2.75,36.75,2019,78076
G4878947,4878947,1478,43,211,1732,85.33,2.48,12.18,2019,78947
G4878948,4878948,198,0,70,268,73.88,0,26.12,2019,78948
G4878957,4878957,2444,132,889,3465,70.53,3.81,25.66,2019,78957
G4878962,4878962,1345,46,504,1895,70.98,2.43,26.6,2019,78962
G4878075,4878075,23,0,63,86,26.74,0,73.26,2019,78075
G4878117,4878117,143,6,58,207,69.08,2.9,28.02,2019,78117
G4878121,4878121,3728,134,404,4266,87.39,3.14,9.47,2019,78121
G4878155,4878155,13548,322,3489,17359,78.05,1.85,20.1,2019,78155
G4878660,4878660,28940,563,1382,30885,93.7,1.82,4.47,2019,78660
G4878703,4878703,8944,348,253,9545,93.7,3.65,2.65,2019,78703
G4878721,4878721,3292,141,775,4208,78.23,3.35,18.42,2019,78721
G4878726,4878726,5535,128,214,5877,94.18,2.18,3.64,2019,78726
G4878704,4878704,21905,1193,1973,25071,87.37,4.76,7.87,2019,78704
G4878725,4878725,2561,89,125,2775,92.29,3.21,4.5,2019,78725
G4878739,4878739,6637,22,36,6695,99.13,0.33,0.54,2019,78739
G4878742,4878742,149,7,115,271,54.98,2.58,42.44,2019,78742
G4878834,4878834,1518,160,731,2409,63.01,6.64,30.34,2019,78834
G4878006,4878006,10842,478,845,12165,89.12,3.93,6.95,2019,78006
G4878008,4878008,96,0,156,252,38.1,0,61.9,2019,78008
G4878375,4878375,610,17,306,933,65.38,1.82,32.8,2019,78375
G4878340,4878340,108,2,39,149,72.48,1.34,26.17,2019,78340
G4878371,4878371,48,0,27,75,64,0,36,2019,78371
G4878372,4878372,689,14,846,1549,44.48,0.9,54.62,2019,78372
G4878376,4878376,126,0,70,196,64.29,0,35.71,2019,78376
G4878379,4878379,369,16,149,534,69.1,3,27.9,2019,78379
G4878383,4878383,1168,27,409,1604,72.82,1.68,25.5,2019,78383
G1762359,1762359,53,0,12,65,81.54,0,18.46,2019,62359
G1762548,1762548,793,39,177,1009,78.59,3.87,17.54,2019,62548
G1762567,1762567,387,9,80,476,81.3,1.89,16.81,2019,62567
G1762568,1762568,4947,181,1435,6563,75.38,2.76,21.87,2019,62568
G1762627,1762627,324,2,36,362,89.5,0.55,9.94,2019,62627
G1762643,1762643,153,10,43,206,74.27,4.85,20.87,2019,62643
G4984540,4984540,18,0,0,18,100,0,0,2019,84540
G4984604,4984604,9012,2542,329,11883,75.84,21.39,2.77,2019,84604
G4984621,4984621,54,0,0,54,100,0,0,2019,84621
G4984057,4984057,11054,616,685,12355,89.47,4.99,5.54,2019,84057
G4984063,4984063,48,0,5,53,90.57,0,9.43,2019,84063
G4984066,4984066,3495,101,493,4089,85.47,2.47,12.06,2019,84066
G4984071,4984071,456,8,24,488,93.44,1.64,4.92,2019,84071
G4984073,4984073,82,0,6,88,93.18,0,6.82,2019,84073
G4984074,4984074,14559,225,1128,15912,91.5,1.41,7.09,2019,84074
G4984080,4984080,90,0,7,97,92.78,0,7.22,2019,84080
G4984084,4984084,10992,396,665,12053,91.2,3.29,5.52,2019,84084
G4984106,4984106,12512,743,1069,14324,87.35,5.19,7.46,2019,84106
G4984302,4984302,7643,203,853,8699,87.86,2.33,9.81,2019,84302
G4984734,4984734,89,1,21,111,80.18,0.9,18.92,2019,84734
G4984713,4984713,955,55,235,1245,76.71,4.42,18.88,2019,84713
G4984718,4984718,65,0,21,86,75.58,0,24.42,2019,84718
G4984720,4984720,6573,398,569,7540,87.18,5.28,7.55,2019,84720
G4984730,4984730,91,0,6,97,93.81,0,6.19,2019,84730
G4984732,4984732,17,3,0,20,85,15,0,2019,84732
G4984745,4984745,1205,23,109,1337,90.13,1.72,8.15,2019,84745
G4984764,4984764,63,5,23,91,69.23,5.49,25.27,2019,84764
G4984770,4984770,13105,492,1521,15118,86.68,3.25,10.06,2019,84770
G4984636,4984636,185,11,9,205,90.24,5.37,4.39,2019,84636
G4984638,4984638,114,0,6,120,95,0,5,2019,84638
G4984639,4984639,215,8,77,300,71.67,2.67,25.67,2019,84639
G4984642,4984642,1025,45,131,1201,85.35,3.75,10.91,2019,84642
G4984645,4984645,619,32,105,756,81.88,4.23,13.89,2019,84645
G4984655,4984655,3033,95,247,3375,89.87,2.81,7.32,2019,84655
G4984656,4984656,93,1,33,127,73.23,0.79,25.98,2019,84656
G4984662,4984662,483,2,39,524,92.18,0.38,7.44,2019,84662
G4984714,4984714,246,0,95,341,72.14,0,27.86,2019,84714
G4984736,4984736,70,0,15,85,82.35,0,17.65,2019,84736
G4984747,4984747,260,12,109,381,68.24,3.15,28.61,2019,84747
G4984765,4984765,2096,86,13,2195,95.49,3.92,0.59,2019,84765
G4984774,4984774,445,4,21,470,94.68,0.85,4.47,2019,84774
G4984780,4984780,7498,290,835,8623,86.95,3.36,9.68,2019,84780
G4984783,4984783,310,8,28,346,89.6,2.31,8.09,2019,84783
G4984001,4984001,183,2,29,214,85.51,0.93,13.55,2019,84001
G4984003,4984003,12739,432,518,13689,93.06,3.16,3.78,2019,84003
G4984014,4984014,5204,166,247,5617,92.65,2.96,4.4,2019,84014
G4984026,4984026,238,15,88,341,69.79,4.4,25.81,2019,84026
G4984027,4984027,168,5,42,215,78.14,2.33,19.53,2019,84027
G4984031,4984031,58,5,22,85,68.24,5.88,25.88,2019,84031
G4984038,4984038,101,6,7,114,88.6,5.26,6.14,2019,84038
G4984049,4984049,2042,29,126,2197,92.94,1.32,5.74,2019,84049
G4984060,4984060,2786,96,121,3003,92.77,3.2,4.03,2019,84060
G4984061,4984061,189,15,0,204,92.65,7.35,0,2019,84061
G4984076,4984076,80,0,0,80,100,0,0,2019,84076
G4984078,4984078,7662,250,1091,9003,85.1,2.78,12.12,2019,84078
G4984088,4984088,10393,298,677,11368,91.42,2.62,5.96,2019,84088
G4984102,4984102,7580,560,1078,9218,82.23,6.08,11.69,2019,84102
G4984115,4984115,8528,489,2284,11301,75.46,4.33,20.21,2019,84115
G4984120,4984120,12170,410,1123,13703,88.81,2.99,8.2,2019,84120
G4984758,4984758,175,5,9,189,92.59,2.65,4.76,2019,84758
G4984761,4984761,917,52,220,1189,77.12,4.37,18.5,2019,84761
G4984773,4984773,117,0,6,123,95.12,0,4.88,2019,84773
G4984779,4984779,239,2,12,253,94.47,0.79,4.74,2019,84779
G4984782,4984782,353,0,0,353,100,0,0,2019,84782
G4984633,4984633,290,11,39,340,85.29,3.24,11.47,2019,84633
G4877581,4877581,15718,192,1161,17071,92.07,1.12,6.8,2019,77581
G4877583,4877583,8387,287,1246,9920,84.55,2.89,12.56,2019,77583
G4877587,4877587,3088,426,1223,4737,65.19,8.99,25.82,2019,77587
G4877616,4877616,166,0,91,257,64.59,0,35.41,2019,77616
G4877624,4877624,130,9,143,282,46.1,3.19,50.71,2019,77624
G4877640,4877640,3760,144,2276,6180,60.84,2.33,36.83,2019,77640
G4877662,4877662,8002,317,1513,9832,81.39,3.22,15.39,2019,77662
G4877665,4877665,1790,0,350,2140,83.64,0,16.36,2019,77665
G2963655,2963655,443,6,120,569,77.86,1.05,21.09,2019,63655
G2963670,2963670,3585,137,790,4512,79.45,3.04,17.51,2019,63670
G2963701,2963701,12535,152,1668,14355,87.32,1.06,11.62,2019,63701
G2963730,2963730,1092,6,386,1484,73.58,0.4,26.01,2019,63730
G2963739,2963739,130,0,24,154,84.42,0,15.58,2019,63739
G2963751,2963751,430,0,140,570,75.44,0,24.56,2019,63751
G2963767,2963767,197,0,98,295,66.78,0,33.22,2019,63767
G2963770,2963770,35,0,13,48,72.92,0,27.08,2019,63770
G2963801,2963801,7124,215,2021,9360,76.11,2.3,21.59,2019,63801
G2963822,2963822,745,30,222,997,74.72,3.01,22.27,2019,63822
G2963823,2963823,338,40,117,495,68.28,8.08,23.64,2019,63823
G2963743,2963743,21,0,4,25,84,0,16,2019,63743
G2963748,2963748,336,4,106,446,75.34,0.9,23.77,2019,63748
G2963769,2963769,398,1,69,468,85.04,0.21,14.74,2019,63769
G2963787,2963787,205,4,86,295,69.49,1.36,29.15,2019,63787
G2963820,2963820,34,2,27,63,53.97,3.17,42.86,2019,63820
G2963821,2963821,202,5,147,354,57.06,1.41,41.53,2019,63821
G2963833,2963833,56,0,36,92,60.87,0,39.13,2019,63833
G2963839,2963839,115,0,37,152,75.66,0,24.34,2019,63839
G2963860,2963860,74,0,19,93,79.57,0,20.43,2019,63860
G2963870,2963870,274,13,87,374,73.26,3.48,23.26,2019,63870
G2963878,2963878,21,3,5,29,72.41,10.34,17.24,2019,63878
G2963935,2963935,2514,133,1019,3666,68.58,3.63,27.8,2019,63935
G2963951,2963951,29,0,97,126,23.02,0,76.98,2019,63951
G2963966,2963966,739,13,275,1027,71.96,1.27,26.78,2019,63966
G2963026,2963026,14940,399,1364,16703,89.45,2.39,8.17,2019,63026
G2963044,2963044,3337,104,504,3945,84.59,2.64,12.78,2019,63044
G2963049,2963049,5981,58,525,6564,91.12,0.88,8,2019,63049
G2963052,2963052,9158,97,593,9848,92.99,0.98,6.02,2019,63052
G2963102,2963102,871,43,68,982,88.7,4.38,6.92,2019,63102
G2963014,2963014,288,2,98,388,74.23,0.52,25.26,2019,63014
G2963048,2963048,1133,13,211,1357,83.49,0.96,15.55,2019,63048
G2963625,2963625,101,6,57,164,61.59,3.66,34.76,2019,63625
G2963650,2963650,1122,58,502,1682,66.71,3.45,29.85,2019,63650
G2963662,2963662,331,8,248,587,56.39,1.36,42.25,2019,63662
G2963740,2963740,1517,22,341,1880,80.69,1.17,18.14,2019,63740
G2963755,2963755,8009,162,1168,9339,85.76,1.73,12.51,2019,63755
G2963758,2963758,71,0,14,85,83.53,0,16.47,2019,63758
G2963780,2963780,1933,37,431,2401,80.51,1.54,17.95,2019,63780
G2963830,2963830,1955,67,829,2851,68.57,2.35,29.08,2019,63830
G2963845,2963845,1654,71,703,2428,68.12,2.92,28.95,2019,63845
G2963846,2963846,493,15,125,633,77.88,2.37,19.75,2019,63846
G2963855,2963855,292,10,103,405,72.1,2.47,25.43,2019,63855
G2963784,2963784,42,0,37,79,53.16,0,46.84,2019,63784
G2963824,2963824,37,0,5,42,88.1,0,11.9,2019,63824
G2963015,2963015,758,53,101,912,83.11,5.81,11.07,2019,63015
G2963016,2963016,2659,44,381,3084,86.22,1.43,12.35,2019,63016
G4877009,4877009,11208,298,2617,14123,79.36,2.11,18.53,2019,77009
G4877014,4877014,9478,558,1765,11801,80.32,4.73,14.96,2019,77014
G4877031,4877031,4918,281,1097,6296,78.11,4.46,17.42,2019,77031
G4877034,4877034,10610,467,1171,12248,86.63,3.81,9.56,2019,77034
G4877055,4877055,13044,399,2015,15458,84.38,2.58,13.04,2019,77055
G4877072,4877072,14214,558,3182,17954,79.17,3.11,17.72,2019,77072
G4877035,4877035,9701,804,3259,13764,70.48,5.84,23.68,2019,77035
G4877041,4877041,10030,219,1101,11350,88.37,1.93,9.7,2019,77041
G4877050,4877050,1187,0,267,1454,81.64,0,18.36,2019,77050
G4877063,4877063,15494,364,2895,18753,82.62,1.94,15.44,2019,77063
G4877071,4877071,8477,357,1276,10110,83.85,3.53,12.62,2019,77071
G4877074,4877074,8339,242,4259,12840,64.95,1.88,33.17,2019,77074
G4074570,4074570,260,17,144,421,61.76,4.04,34.2,2019,74570
G4074472,4074472,166,22,61,249,66.67,8.84,24.5,2019,74472
G4074435,4074435,822,55,346,1223,67.21,4.5,28.29,2019,74435
G4074436,4074436,1164,247,368,1779,65.43,13.88,20.69,2019,74436
G4074459,4074459,27,0,23,50,54,0,46,2019,74459
G4074521,4074521,59,0,28,87,67.82,0,32.18,2019,74521
G4074522,4074522,109,0,21,130,83.85,0,16.15,2019,74522
G4074528,4074528,63,0,18,81,77.78,0,22.22,2019,74528
G4074531,4074531,196,4,144,344,56.98,1.16,41.86,2019,74531
G4074533,4074533,224,20,96,340,65.88,5.88,28.24,2019,74533
G4074536,4074536,444,15,194,653,67.99,2.3,29.71,2019,74536
G4074546,4074546,218,11,63,292,74.66,3.77,21.58,2019,74546
G4074571,4074571,904,50,464,1418,63.75,3.53,32.72,2019,74571
G4074604,4074604,3871,320,804,4995,77.5,6.41,16.1,2019,74604
G4074652,4074652,220,29,59,308,71.43,9.42,19.16,2019,74652
G4074731,4074731,370,42,224,636,58.18,6.6,35.22,2019,74731
G4074754,4074754,67,16,79,162,41.36,9.88,48.77,2019,74754
G4074766,4074766,326,15,285,626,52.08,2.4,45.53,2019,74766
G4074830,4074830,36,12,31,79,45.57,15.19,39.24,2019,74830
G4074832,4074832,176,4,132,312,56.41,1.28,42.31,2019,74832
G4074836,4074836,32,0,48,80,40,0,60,2019,74836
G4074842,4074842,31,0,15,46,67.39,0,32.61,2019,74842
G4074852,4074852,392,26,135,553,70.89,4.7,24.41,2019,74852
G4074864,4074864,1299,63,429,1791,72.53,3.52,23.95,2019,74864
G4074865,4074865,351,25,236,612,57.35,4.08,38.56,2019,74865
G4074880,4074880,455,9,261,725,62.76,1.24,36,2019,74880
G4074937,4074937,1058,81,750,1889,56.01,4.29,39.7,2019,74937
G4074450,4074450,473,81,140,694,68.16,11.67,20.17,2019,74450
G4879423,4879423,13422,461,1246,15129,88.72,3.05,8.24,2019,79423
G4879424,4879424,17301,529,1026,18856,91.75,2.81,5.44,2019,79424
G4879511,4879511,287,42,157,486,59.05,8.64,32.3,2019,79511
G4879517,4879517,66,0,11,77,85.71,0,14.29,2019,79517
G4879521,4879521,738,24,505,1267,58.25,1.89,39.86,2019,79521
G4879530,4879530,137,6,71,214,64.02,2.8,33.18,2019,79530
G4879536,4879536,1396,84,490,1970,70.86,4.26,24.87,2019,79536
G4879561,4879561,146,12,83,241,60.58,4.98,34.44,2019,79561
G4879043,4879043,360,31,126,517,69.63,6,24.37,2019,79043
G4879032,4879032,26,0,7,33,78.79,0,21.21,2019,79032
G4879033,4879033,12,0,17,29,41.38,0,58.62,2019,79033
G4879042,4879042,349,16,84,449,77.73,3.56,18.71,2019,79042
G4879011,4879011,79,0,26,105,75.24,0,24.76,2019,79011
G4879012,4879012,443,0,76,519,85.36,0,14.64,2019,79012
G4879022,4879022,2679,119,600,3398,78.84,3.5,17.66,2019,79022
G4879031,4879031,348,13,121,482,72.2,2.7,25.1,2019,79031
G4879083,4879083,517,45,148,710,72.82,6.34,20.85,2019,79083
G4879239,4879239,48,0,47,95,50.53,0,49.47,2019,79239
G4879241,4879241,751,28,101,880,85.34,3.18,11.48,2019,79241
G1761748,1761748,897,6,72,975,92,0.62,7.38,2019,61748
G1761756,1761756,672,25,166,863,77.87,2.9,19.24,2019,61756
G1761801,1761801,9093,1532,992,11617,78.27,13.19,8.54,2019,61801
G1761810,1761810,100,5,9,114,87.72,4.39,7.89,2019,61810
G1761453,1761453,216,0,35,251,86.06,0,13.94,2019,61453
G1761434,1761434,988,84,284,1356,72.86,6.19,20.94,2019,61434
G1761450,1761450,500,25,210,735,68.03,3.4,28.57,2019,61450
G1761452,1761452,86,0,25,111,77.48,0,22.52,2019,61452
G1761738,1761738,1241,50,287,1578,78.64,3.17,18.19,2019,61738
G1761740,1761740,456,23,104,583,78.22,3.95,17.84,2019,61740
G1761753,1761753,955,41,180,1176,81.21,3.49,15.31,2019,61753
G1761755,1761755,1655,15,195,1865,88.74,0.8,10.46,2019,61755
G1761778,1761778,170,0,71,241,70.54,0,29.46,2019,61778
G1761813,1761813,526,14,118,658,79.94,2.13,17.93,2019,61813
G1761832,1761832,10573,264,3373,14210,74.41,1.86,23.74,2019,61832
G1761833,1761833,663,56,284,1003,66.1,5.58,28.32,2019,61833
G1761848,1761848,69,0,11,80,86.25,0,13.75,2019,61848
G1761859,1761859,437,4,53,494,88.46,0.81,10.73,2019,61859
G1761871,1761871,119,2,18,139,85.61,1.44,12.95,2019,61871
G1761872,1761872,174,12,63,249,69.88,4.82,25.3,2019,61872
G1761884,1761884,393,9,16,418,94.02,2.15,3.83,2019,61884
G1761925,1761925,226,0,35,261,86.59,0,13.41,2019,61925
G1761941,1761941,7,0,41,48,14.58,0,85.42,2019,61941
G1761001,1761001,445,3,47,495,89.9,0.61,9.49,2019,61001
G1761024,1761024,804,33,130,967,83.14,3.41,13.44,2019,61024
G1761030,1761030,749,36,135,920,81.41,3.91,14.67,2019,61030
G1761047,1761047,541,9,138,688,78.63,1.31,20.06,2019,61047
G1761057,1761057,39,0,0,39,100,0,0,2019,61057
G1761059,1761059,54,2,17,73,73.97,2.74,23.29,2019,61059
G1761061,1761061,2310,97,588,2995,77.13,3.24,19.63,2019,61061
G1761067,1761067,305,2,47,354,86.16,0.56,13.28,2019,61067
G1761068,1761068,4533,250,955,5738,79,4.36,16.64,2019,61068
G1761007,1761007,176,0,36,212,83.02,0,16.98,2019,61007
G1761008,1761008,10099,237,1696,12032,83.93,1.97,14.1,2019,61008
G1761010,1761010,2740,49,191,2980,91.95,1.64,6.41,2019,61010
G1761015,1761015,292,0,49,341,85.63,0,14.37,2019,61015
G1761036,1761036,2650,50,328,3028,87.52,1.65,10.83,2019,61036
G1761039,1761039,305,11,35,351,86.89,3.13,9.97,2019,61039
G1761044,1761044,90,0,27,117,76.92,0,23.08,2019,61044
G1761046,1761046,857,14,162,1033,82.96,1.36,15.68,2019,61046
G1761081,1761081,7009,194,1448,8651,81.02,2.24,16.74,2019,61081
G1761087,1761087,522,47,137,706,73.94,6.66,19.41,2019,61087
G1761091,1761091,31,0,0,31,100,0,0,2019,61091
G1761114,1761114,5769,229,669,6667,86.53,3.43,10.03,2019,61114
G1761231,1761231,1800,39,392,2231,80.68,1.75,17.57,2019,61231
G1761238,1761238,979,75,181,1235,79.27,6.07,14.66,2019,61238
G1761241,1761241,2312,110,427,2849,81.15,3.86,14.99,2019,61241
G1761244,1761244,7236,257,1538,9031,80.12,2.85,17.03,2019,61244
G1761251,1761251,122,0,25,147,82.99,0,17.01,2019,61251
G1761265,1761265,15976,398,2800,19174,83.32,2.08,14.6,2019,61265
G1761272,1761272,418,8,91,517,80.85,1.55,17.6,2019,61272
G1761281,1761281,857,7,132,996,86.04,0.7,13.25,2019,61281
G1761301,1761301,3342,93,624,4059,82.34,2.29,15.37,2019,61301
G4984640,4984640,37,0,18,55,67.27,0,32.73,2019,84640
G4984667,4984667,95,2,19,116,81.9,1.72,16.38,2019,84667
G4984712,4984712,51,0,3,54,94.44,0,5.56,2019,84712
G4984725,4984725,416,18,53,487,85.42,3.7,10.88,2019,84725
G4984729,4984729,77,7,5,89,86.52,7.87,5.62,2019,84729
G4984744,4984744,77,0,10,87,88.51,0,11.49,2019,84744
G4984751,4984751,451,32,191,674,66.91,4.75,28.34,2019,84751
G4984755,4984755,17,0,7,24,70.83,0,29.17,2019,84755
G4984766,4984766,78,0,13,91,85.71,0,14.29,2019,84766
G4984083,4984083,272,0,148,420,64.76,0,35.24,2019,84083
G4984086,4984086,122,4,0,126,96.83,3.17,0,2019,84086
G4984098,4984098,6631,111,246,6988,94.89,1.59,3.52,2019,84098
G4984105,4984105,8506,247,645,9398,90.51,2.63,6.86,2019,84105
G4984124,4984124,7175,146,549,7870,91.17,1.86,6.98,2019,84124
G4984315,4984315,2425,53,76,2554,94.95,2.08,2.98,2019,84315
G4984002,4984002,100,0,8,108,92.59,0,7.41,2019,84002
