G_COUNTYFP,COUNTYFP,SVIth1,SVIth2,SVIth3,SVIth4,SVIS
G28047,28047,0.78,0.77,0.78,0.86,0.88
G28049,28049,0.82,0.56,0.77,0.87,0.87
G28061,28061,0.81,0.96,0.45,0.35,0.77
G28101,28101,0.85,0.97,0.56,0.84,0.92
G28105,28105,0.8,0.02,0.62,0.89,0.64
G28127,28127,0.94,0.88,0.43,0.84,0.91
G28141,28141,0.91,0.65,0.12,0.48,0.67
G28153,28153,0.91,0.97,0.54,0.63,0.9
G29055,29055,0.92,0.9,0.17,0.43,0.76
G29085,29085,0.77,0.52,0.35,0.12,0.47
G29143,29143,0.94,0.99,0.39,0.59,0.9
G29153,29153,0.9,0.61,0.03,0.39,0.58
G29181,29181,0.92,0.92,0.11,0.34,0.72
G29203,29203,0.9,0.89,0.06,0.29,0.64
G30051,30051,0.33,0.56,0.34,0.62,0.41
G31079,31079,0.45,0.72,0.88,0.59,0.67
G31091,31091,0.29,0.56,0.02,0.16,0.15
G32003,32003,0.55,0.36,0.96,0.74,0.74
G32021,32021,0.85,0.9,0.44,0.87,0.88
G34007,34007,0.41,0.45,0.92,0.63,0.61
G34021,34021,0.35,0.07,0.95,0.87,0.56
G34023,34023,0.21,0.04,0.96,0.91,0.47
G35003,35003,0.45,0.51,0.45,0.17,0.34
G35007,35007,0.8,0.93,0.82,0.97,0.96
G35009,35009,0.79,0.82,0.94,0.57,0.88
G35011,35011,0.62,0.94,0.76,0.27,0.69
G35013,35013,0.93,0.69,0.99,0.97,0.98
G35057,35057,0.78,0.27,0.87,0.55,0.75
G36085,36085,0.3,0.07,0.9,0.81,0.48
G36109,36109,0.32,0.01,0.6,0.96,0.35
G36119,36119,0.26,0.09,0.94,0.94,0.55
G37015,37015,0.95,0.71,0.66,0.92,0.94
G37017,37017,0.91,0.93,0.83,0.76,0.94
G37063,37063,0.39,0.1,0.96,0.9,0.62
G37095,37095,0.94,0.42,0.86,0.58,0.86
G37103,37103,0.92,0.67,0.74,0.66,0.88
G37153,37153,0.94,0.92,0.86,0.91,0.98
G37185,37185,0.87,0.71,0.78,0.8,0.89
G37189,37189,0.73,0,0.33,0.82,0.41
G38053,38053,0.17,0.22,0.71,0.77,0.39
G38061,38061,0.13,0.22,0.71,0.78,0.38
G39095,39095,0.6,0.71,0.66,0.6,0.69
G40055,40055,0.9,0.82,0.3,0.54,0.77
G40061,40061,0.89,0.98,0.6,0.44,0.87
G40107,40107,0.96,0.74,0.56,0.91,0.93
G40119,40119,0.58,0.02,0.52,0.96,0.51
G40135,40135,0.92,0.97,0.65,0.6,0.92
G41051,41051,0.31,0.03,0.86,0.93,0.47
G42027,42027,0.31,0,0.49,0.97,0.29
G42053,42053,0.77,0.35,0.78,0.49,0.71
G44007,44007,0.58,0.27,0.92,0.88,0.76
G45031,45031,0.91,0.86,0.67,0.83,0.93
G45079,45079,0.47,0.23,0.83,0.82,0.63
G46005,46005,0.47,0.56,0.83,0.66,0.65
G46027,46027,0.51,0.01,0.37,0.57,0.25
G46085,46085,0.72,0.65,0.46,0.69,0.71
G47027,47027,0.8,0.71,0.05,0.53,0.59
G47067,47067,0.95,0.75,0.13,0.61,0.77
G47069,47069,0.96,0.64,0.6,0.67,0.87
G47091,47091,0.77,0.36,0.17,0.62,0.57
G47135,47135,0.84,0.72,0.1,0.64,0.68
G47137,47137,0.69,0.46,0.05,0.38,0.42
G47151,47151,0.94,0.98,0.02,0.4,0.76
G47157,47157,0.64,0.58,0.9,0.7,0.78
G47175,47175,0.93,0.43,0.02,0.52,0.6
G48005,48005,0.84,0.95,0.9,0.95,0.98
G48029,48029,0.6,0.62,0.97,0.78,0.83
G48041,48041,0.6,0.03,0.92,0.91,0.65
G48057,48057,0.67,0.94,0.95,0.56,0.86
G48087,48087,0.84,0.83,0.9,0.59,0.89
G48111,48111,0.54,0.29,0.96,0.27,0.55
G48155,48155,0.65,0.44,0.75,0.11,0.48
G48157,48157,0.18,0.16,0.97,0.22,0.29
G48173,48173,0.31,0.02,0.95,0.08,0.18
G48191,48191,0.93,0.99,0.94,0.38,0.95
G48211,48211,0.57,0.64,0.92,0.59,0.74
G48219,48219,0.79,0.65,0.94,0.85,0.9
G48225,48225,0.74,0.76,0.83,0.96,0.91
G48245,48245,0.66,0.6,0.95,0.88,0.86
G48253,48253,0.68,0.17,0.8,0.57,0.63
G48263,48263,0.36,0.84,0.54,0.28,0.44
G48311,48311,0.46,1,0.92,0.31,0.76
G48315,48315,0.79,0.44,0.75,0.35,0.69
G48317,48317,0.36,0.39,0.9,0.22,0.42
G48327,48327,0.41,0.46,0.92,0.52,0.59
G48339,48339,0.23,0.21,0.87,0.52,0.39
G48383,48383,0.58,0.33,0.99,0.07,0.48
G48385,48385,0.64,0.85,0.71,0.44,0.72
G48391,48391,0.85,0.99,0.89,0.55,0.94
G48403,48403,0.77,0.69,0.29,0.21,0.53
G48405,48405,0.89,0.77,0.66,0.78,0.89
G48411,48411,0.59,0.45,0.91,0.67,0.73
G48415,48415,0.59,0.29,0.89,0.71,0.7
G48421,48421,0.5,0.2,0.94,0.21,0.46
G48425,48425,0.49,0.68,0.44,0.64,0.56
G48455,48455,0.8,0.79,0.72,0.5,0.8
G48461,48461,0.57,0.39,0.97,0.41,0.65
G48475,48475,0.63,0.12,0.95,0.61,0.65
G48481,48481,0.67,0.84,0.95,0.76,0.88
G49031,49031,0.63,0.86,0.06,0.02,0.27
G51121,51121,0.43,0,0.52,0.84,0.3
G51520,51520,0.78,0.96,0.27,0.54,0.75
G51540,51540,0.36,0.01,0.84,0.87,0.41
G51678,51678,0.64,0.02,0.25,0.67,0.32
G51680,51680,0.71,0.13,0.77,0.89,0.74
G51750,51750,0.75,0,0.36,0.82,0.41
G51770,51770,0.71,0.54,0.84,0.74,0.8
G53033,53033,0.09,0.01,0.9,0.87,0.29
G53075,53075,0.71,0,0.69,0.88,0.51
G54021,54021,0.89,0.06,0.66,0.85,0.76
G54045,54045,0.94,0.75,0.02,0.72,0.75
G54087,54087,0.94,0.74,0.03,0.4,0.65
G54101,54101,0.96,0.93,0,0.47,0.75
G55079,55079,0.59,0.52,0.91,0.85,0.81
G01023,01023,0.91,0.91,0.59,0.58,0.87
G01035,01035,0.95,0.97,0.44,0.21,0.81
G01091,01091,0.86,0.8,0.5,0.41,0.76
G01099,01099,0.96,0.51,0.47,0.37,0.75
G02282,02282,0.21,0.41,0.77,0.96,0.59
G05039,05039,0.67,0.99,0.71,0.74,0.88
G05041,05041,0.97,0.99,0.91,0.38,0.96
G05069,05069,0.88,0.8,0.65,0.98,0.94
G05079,05079,0.73,0.21,0.64,0.99,0.81
G05093,05093,0.94,0.96,0.76,0.76,0.96
G05113,05113,0.9,0.97,0.52,0.65,0.89
G05133,05133,0.83,0.37,0.94,0.34,0.77
G06001,06001,0.25,0.02,0.98,0.92,0.47
G06013,06013,0.25,0.14,0.96,0.48,0.41
G06037,06037,0.62,0.1,0.99,0.9,0.77
G06053,06053,0.58,0.35,0.99,0.84,0.8
G06059,06059,0.32,0.05,0.97,0.57,0.42
G06067,06067,0.53,0.36,0.95,0.76,0.73
G06081,06081,0.12,0.02,0.97,0.6,0.26
G06083,06083,0.52,0.11,0.97,0.92,0.71
G06085,06085,0.19,0.03,0.98,0.73,0.36
G06101,06101,0.79,0.73,0.96,0.67,0.88
G06115,06115,0.81,0.83,0.93,0.91,0.94
G08001,08001,0.4,0.4,0.94,0.55,0.59
G08021,08021,0.89,0.94,0.92,0.59,0.93
G08025,08025,0.95,0.23,0.85,0.85,0.89
G12021,12021,0.29,0.16,0.92,0.61,0.46
G12029,12029,0.84,0.8,0.34,0.99,0.9
G12107,12107,0.95,0.78,0.78,0.91,0.95
G13005,13005,0.84,0.95,0.8,0.82,0.94
G13017,13017,0.82,0.92,0.72,0.63,0.87
G13021,13021,0.82,0.83,0.81,0.86,0.92
G13069,13069,0.81,0.88,0.86,0.95,0.95
G13081,13081,0.95,0.97,0.72,0.95,0.99
G13107,13107,0.95,0.95,0.79,0.88,0.98
G13135,13135,0.33,0.33,0.97,0.23,0.43
G13165,13165,0.82,0.57,0.9,0.53,0.83
G13167,13167,0.94,0.38,0.42,0.99,0.91
G13179,13179,0.73,0.69,0.86,0.92,0.89
G13183,13183,0.87,0.88,0.86,0.25,0.83
G13235,13235,0.83,0.82,0.39,0.87,0.85
G13269,13269,0.97,0.71,0.5,0.9,0.92
G13289,13289,0.94,0.83,0.42,0.28,0.76
G13307,13307,0.73,0.96,0.86,0.22,0.79
G13313,13313,0.81,0.37,0.93,0.86,0.88
G15003,15003,0.11,0.05,0.98,0.96,0.47
G15005,15005,0.13,0.08,0.94,0.5,0.32
G16053,16053,0.73,0.42,0.93,0.26,0.67
G16073,16073,0.78,0.87,0.89,0.37,0.82
G17031,17031,0.51,0.09,0.96,0.88,0.68
G17077,17077,0.72,0.09,0.6,0.94,0.7
G20081,20081,0.51,0.1,0.89,0.25,0.41
G20209,20209,0.88,0.78,0.97,0.67,0.92
G21043,21043,0.95,0.84,0.06,0.8,0.82
G21135,21135,0.94,0.7,0.01,0.4,0.62
G21181,21181,0.9,0.77,0.19,0.85,0.82
G21195,21195,0.95,0.71,0.03,0.84,0.79
G21231,21231,0.91,0.48,0.2,0.75,0.75
G22013,22013,0.82,0.98,0.56,0.93,0.94
G22031,22031,0.87,0.94,0.58,0.71,0.89
G22049,22049,0.87,0.98,0.62,0.84,0.94
G22069,22069,0.93,0.47,0.57,0.81,0.86
G22071,22071,0.7,0.18,0.88,0.78,0.74
G22091,22091,0.92,0.92,0.5,0.76,0.9
G24039,24039,0.91,0.25,0.81,0.94,0.9
G25013,25013,0.61,0.66,0.89,0.84,0.82
G25025,25025,0.56,0.05,0.97,0.98,0.74
G26163,26163,0.79,0.78,0.9,0.66,0.87
G28007,28007,0.95,0.99,0.6,0.92,0.98
G28029,28029,0.95,0.7,0.78,0.87,0.94
G28031,28031,0.94,0.92,0.43,0.26,0.79
G28041,28041,0.88,0.08,0.31,0.69,0.61
G28065,28065,0.97,0.79,0.48,0.51,0.84
G28097,28097,0.93,1,0.57,0.35,0.89
G28099,28099,0.95,0.99,0.65,0.83,0.97
G28113,28113,0.93,0.95,0.83,0.97,0.99
G28115,28115,0.89,0.95,0.72,0.51,0.9
G29119,29119,0.78,0.84,0.81,0.68,0.86
G29215,29215,0.92,0.9,0.25,0.68,0.83
G29221,29221,0.94,0.74,0.09,0.77,0.79
G29510,29510,0.71,0.24,0.88,0.8,0.78
G31037,31037,0.58,0.09,0.96,0.31,0.52
G32009,32009,0.27,0.57,0.79,0.94,0.64
G32023,32023,0.73,0.53,0.72,0.57,0.73
G32027,32027,0.8,0.15,0.86,1,0.9
G34001,34001,0.56,0.44,0.93,0.88,0.79
G35041,35041,0.94,0.75,0.94,0.74,0.94
G36061,36061,0.42,0.01,0.96,0.97,0.55
G37005,37005,0.87,0.71,0.56,0.11,0.63
G37007,37007,0.92,0.49,0.84,0.97,0.94
G37065,37065,0.92,0.93,0.82,0.91,0.97
G37093,37093,0.86,0.85,0.93,0.51,0.89
G37107,37107,0.92,0.98,0.89,0.97,0.99
G37163,37163,0.93,0.93,0.94,0.79,0.97
G37181,37181,0.9,0.95,0.85,0.92,0.98
G37187,37187,0.9,0.98,0.5,0.5,0.88
G39075,39075,0.53,0.06,0.39,0.8,0.44
G40091,40091,0.79,0.87,0.48,0.58,0.78
G41045,41045,0.92,0.89,0.9,1,1
G45025,45025,0.95,0.8,0.79,0.87,0.95
G45027,45027,0.94,0.91,0.72,0.96,0.98
G45049,45049,0.91,0.23,0.82,0.59,0.8
G45065,45065,0.85,0.62,0.44,0.54,0.74
G47029,47029,0.95,0.91,0.15,0.21,0.69
G47129,47129,0.9,0.49,0.21,0.77,0.75
G48055,48055,0.62,0.51,0.96,0.96,0.87
G48105,48105,0.6,0.59,0.94,0.39,0.69
G48115,48115,0.85,0.81,0.96,0.88,0.95
G48137,48137,0.35,0.5,0.93,0.18,0.44
G48165,48165,0.69,0.26,0.95,0.42,0.68
G48273,48273,0.93,0.69,0.94,0.99,0.98
G48291,48291,0.78,0.63,0.88,0.99,0.94
G48313,48313,0.64,0.31,0.92,0.96,0.84
G48329,48329,0.22,0.33,0.95,0.56,0.47
G48345,48345,0.53,1,0.51,0.21,0.7
G48409,48409,0.65,0.83,0.95,0.62,0.83
G48413,48413,0.77,0.08,0.94,0.25,0.59
G48439,48439,0.38,0.4,0.95,0.45,0.55
G48443,48443,0.78,0.17,0.96,0.02,0.47
G48449,48449,0.85,0.72,0.96,0.6,0.89
G48457,48457,0.81,0.53,0.65,0.97,0.88
G48471,48471,0.72,0,0.89,0.99,0.7
G48473,48473,0.72,0.16,0.96,0.93,0.83
G48495,48495,0.68,0.21,0.98,0.37,0.65
G49039,49039,0.73,0.09,0.64,0.67,0.6
G51029,51029,0.86,0.49,0.48,0.75,0.79
G51081,51081,0.87,0.14,0.56,0.96,0.81
G51153,51153,0.17,0.2,0.95,0.23,0.3
G51590,51590,0.89,0.96,0.74,0.88,0.96
G51620,51620,0.78,0.91,0.52,0.29,0.72
G51660,51660,0.75,0.04,0.89,0.98,0.79
G51683,51683,0.38,0.21,0.97,0.28,0.44
G51685,51685,0.46,0.35,0.98,0.26,0.53
G51690,51690,0.87,0.99,0.66,0.56,0.91
G51700,51700,0.52,0.61,0.87,0.95,0.82
G51740,51740,0.71,0.63,0.75,0.75,0.8
G51760,51760,0.68,0.13,0.93,0.88,0.77
G53025,53025,0.7,0.52,0.95,0.8,0.85
G54013,54013,0.92,0.71,0.01,0.2,0.52
G54109,54109,0.94,0.72,0.01,0.45,0.64
G01065,01065,0.93,0.96,0.51,0.93,0.96
G02013,02013,0.34,0.04,1,0.94,0.58
G02185,02185,0.33,0.44,0.81,0.99,0.73
G04009,04009,0.89,0.61,0.89,0.99,0.96
G04012,04012,0.91,0.71,0.91,0.75,0.92
G05035,05035,0.89,0.91,0.67,0.85,0.93
G05095,05095,0.9,0.98,0.47,0.42,0.85
G05099,05099,0.8,0.99,0.38,0.82,0.88
G06039,06039,0.93,0.67,0.98,0.82,0.95
G06071,06071,0.83,0.47,0.98,0.81,0.9
G06075,06075,0.22,0,0.97,0.95,0.39
G06077,06077,0.76,0.6,0.98,0.81,0.89
G06099,06099,0.81,0.64,0.97,0.6,0.87
G12013,12013,0.78,0.64,0.58,0.9,0.84
G12077,12077,0.84,0.52,0.72,0.75,0.83
G12079,12079,0.87,0.65,0.73,1,0.96
G12086,12086,0.69,0.14,1,0.9,0.82
G12093,12093,0.92,0.71,0.9,0.87,0.95
G12123,12123,0.88,0.42,0.59,0.98,0.9
G12125,12125,0.96,0.27,0.47,0.86,0.84
G13019,13019,0.96,0.83,0.51,0.49,0.85
G13063,13063,0.87,0.53,0.97,0.77,0.91
G13095,13095,0.94,0.83,0.71,0.92,0.95
G13099,13099,0.94,0.94,0.45,0.8,0.92
G13109,13109,0.95,0.94,0.91,0.89,0.98
G13215,13215,0.76,0.85,0.83,0.86,0.9
G13261,13261,0.95,0.66,0.86,0.98,0.98
G13267,13267,0.8,0.49,0.85,0.96,0.91
G13301,13301,0.92,0.6,0.69,0.82,0.89
G13303,13303,0.92,0.8,0.74,0.93,0.95
G16065,16065,0.71,0.04,0.33,0.53,0.4
G20057,20057,0.73,0.45,0.98,0.8,0.86
G21013,21013,0.99,0.86,0.13,0.9,0.89
G21045,21045,0.97,0.67,0.2,0.56,0.77
G21065,21065,0.99,0.89,0.01,0.61,0.8
G21075,21075,0.93,0.98,0.41,0.48,0.87
G21109,21109,0.98,0.77,0,0.33,0.67
G21121,21121,0.97,0.85,0.04,0.82,0.83
G21129,21129,0.98,0.76,0.03,0.8,0.82
G21203,21203,0.93,0.9,0.02,0.7,0.79
G24510,24510,0.72,0.34,0.9,0.87,0.83
G26085,26085,0.94,0.53,0.3,0.69,0.78
G28013,28013,0.94,0.98,0.72,0.77,0.96
G29223,29223,0.97,0.76,0.07,0.63,0.76
G30035,30035,0.85,0.34,0.58,0.96,0.86
G31043,31043,0.72,0.54,0.96,0.81,0.86
G31047,31047,0.53,0.77,0.93,0.75,0.79
G34011,34011,0.81,0.66,0.96,0.98,0.96
G34017,34017,0.49,0.06,0.99,0.84,0.64
G34031,34031,0.51,0.31,0.97,0.91,0.78
G34039,34039,0.34,0.28,0.97,0.79,0.62
G35005,35005,0.84,0.93,0.96,0.8,0.96
G35019,35019,0.79,0.92,0.95,0.89,0.95
G35023,35023,0.96,0.79,0.95,0.79,0.96
G35033,35033,0.73,0.58,0.96,0.48,0.8
G35045,35045,0.84,0.8,0.91,0.79,0.92
G35051,35051,0.83,0.95,0.79,0.7,0.91
G35053,35053,0.85,0.76,0.95,0.98,0.97
G36047,36047,0.67,0.17,0.98,0.91,0.82
G36081,36081,0.52,0.03,0.99,0.85,0.62
G36087,36087,0.36,0.14,0.92,0.91,0.6
G37083,37083,0.95,0.94,0.69,0.89,0.96
G38005,38005,0.82,0.82,0.64,0.69,0.84
G40001,40001,0.87,0.94,0.77,0.56,0.9
G40139,40139,0.68,0.19,0.97,0.92,0.82
G41049,41049,0.69,0.53,0.93,0.52,0.76
G45009,45009,0.86,0.94,0.52,0.99,0.95
G45033,45033,0.98,0.94,0.76,0.79,0.97
G45053,45053,0.88,0.61,0.95,0.92,0.94
G45075,45075,0.89,0.78,0.74,0.86,0.92
G45089,45089,0.92,0.91,0.66,0.97,0.97
G47007,47007,0.9,0.27,0.58,0.82,0.82
G47061,47061,0.96,0.96,0.31,0.57,0.87
G48003,48003,0.43,0.08,0.97,0.43,0.47
G48013,48013,0.78,0.62,0.96,0.62,0.85
G48017,48017,0.62,0.72,0.99,0.58,0.8
G48025,48025,0.96,0.42,0.93,0.97,0.97
G48069,48069,0.65,0.4,0.99,0.64,0.78
G48079,48079,0.91,0.61,0.98,0.36,0.86
G48095,48095,0.53,0.01,0.98,0.5,0.43
G48101,48101,0.96,1,0.8,0.21,0.94
G48103,48103,0.36,0.12,0.98,0.46,0.47
G48113,48113,0.56,0.39,0.99,0.71,0.75
G48117,48117,0.76,0.53,0.99,0.61,0.84
G48153,48153,0.83,0.81,0.96,0.28,0.83
G48169,48169,0.74,0.07,0.98,0.68,0.72
G48177,48177,0.59,0.9,0.97,0.88,0.9
G48195,48195,0.76,0.81,0.96,0.2,0.76
G48201,48201,0.57,0.38,0.99,0.6,0.72
G48207,48207,0.94,0.94,0.9,0.8,0.98
G48249,48249,0.84,0.86,0.96,0.67,0.92
G48255,48255,0.64,0.3,0.97,0.94,0.84
G48271,48271,0.88,0.29,0.98,0.62,0.86
G48279,48279,0.75,0.94,0.97,0.57,0.9
G48301,48301,0.62,0.8,0.81,0.57,0.76
G48341,48341,0.74,0.11,0.99,0.49,0.7
G48357,48357,0.64,0.09,0.97,0.39,0.58
G48369,48369,0.6,0.61,0.98,0.51,0.76
G48371,48371,0.63,0.14,0.98,0.97,0.82
G48375,48375,0.73,0.5,0.96,0.98,0.92
G48389,48389,0.78,0.02,0.99,0.91,0.78
G48419,48419,0.92,0.98,0.91,0.53,0.95
G48435,48435,0.46,0.64,0.96,0.31,0.6
G48437,48437,0.91,0.97,0.94,0.72,0.97
G48463,48463,0.82,0.89,0.98,0.84,0.95
G48465,48465,0.85,0.78,1,0.94,0.97
G48501,48501,0.57,0.06,0.99,0.3,0.49
G51027,51027,0.97,0.56,0.1,0.67,0.75
G51051,51051,0.83,0.68,0.01,0.82,0.68
G51105,51105,0.97,0.53,0.21,0.78,0.81
G51183,51183,0.92,0.5,0.75,0.9,0.91
G51195,51195,0.93,0.72,0.2,0.93,0.86
G51640,51640,0.9,0.99,0.83,0.92,0.98
G51710,51710,0.66,0.14,0.85,0.94,0.77
G51720,51720,0.96,0.98,0.16,0.85,0.91
G54005,54005,0.93,0.77,0.02,0.56,0.7
G54015,54015,0.97,0.71,0.02,0.47,0.69
G54043,54043,0.9,0.52,0.05,0.48,0.61
G01047,01047,0.97,0.95,0.53,0.84,0.95
G01087,01087,0.95,0.58,0.51,0.92,0.9
G01119,01119,0.96,0.58,0.67,0.99,0.96
G02016,02016,0.1,0.03,0.99,1,0.49
G02070,02070,0.73,0.65,0.8,0.91,0.87
G02164,02164,0.75,0.7,0.63,0.72,0.8
G02180,02180,0.9,0.54,0.88,0.91,0.93
G04017,04017,0.96,0.96,0.93,0.96,1
G04023,04023,0.95,0.84,1,0.44,0.93
G04027,04027,0.94,0.76,0.99,0.98,0.99
G05017,05017,0.94,0.99,0.83,0.99,1
G05123,05123,0.95,0.78,0.64,0.99,0.97
G06011,06011,0.59,0.69,0.98,0.42,0.74
G08023,08023,0.97,0.83,0.98,0.47,0.94
G12043,12043,0.91,0.56,0.91,0.74,0.9
G12067,12067,0.95,0.4,0.86,1,0.98
G13043,13043,0.93,0.97,0.75,0.94,0.98
G13061,13061,0.98,0.91,0.49,0.76,0.93
G13065,13065,0.96,0.88,0.7,0.96,0.98
G13161,13161,0.87,0.91,0.79,0.83,0.94
G13163,13163,0.94,0.79,0.74,0.9,0.94
G13205,13205,0.98,0.84,0.85,0.96,0.99
G13243,13243,0.96,0.99,0.48,0.89,0.97
G13271,13271,0.81,0.13,0.96,0.87,0.84
G13273,13273,0.97,0.88,0.52,0.94,0.96
G20055,20055,0.68,0.53,0.97,0.71,0.82
G20175,20175,0.8,0.49,0.99,0.88,0.91
G21063,21063,0.87,0.81,0.08,0.68,0.72
G21071,21071,0.99,0.75,0.03,0.9,0.85
G21095,21095,0.99,0.83,0.1,0.89,0.88
G21127,21127,0.97,0.56,0.2,0.57,0.76
G21133,21133,0.98,0.93,0.05,0.81,0.88
G21153,21153,0.99,0.57,0,0.89,0.81
G21175,21175,0.91,0.51,0.09,0.98,0.83
G22029,22029,0.91,0.66,0.5,0.97,0.91
G22041,22041,0.97,0.96,0.44,0.89,0.95
G22097,22097,0.91,0.76,0.73,0.84,0.92
G22107,22107,0.99,0.7,0.51,0.42,0.84
G22117,22117,0.97,0.98,0.81,0.96,1
G28069,28069,0.91,0.86,0.49,0.94,0.93
G28125,28125,0.99,0.95,0.5,0.93,0.97
G28151,28151,0.98,0.97,0.77,0.79,0.98
G29069,29069,0.95,1,0.68,0.63,0.96
G29133,29133,0.95,0.9,0.32,0.87,0.91
G30005,30005,0.89,0.9,0.45,0.92,0.92
G31173,31173,0.9,0.72,0.84,0.64,0.89
G32015,32015,0.58,0.68,0.86,0.91,0.83
G34013,34013,0.57,0.41,0.98,0.94,0.84
G35025,35025,0.76,0.59,0.97,0.94,0.92
G35047,35047,0.89,0.95,0.98,0.91,0.99
G37061,37061,0.96,0.91,0.95,0.77,0.98
G37091,37091,0.96,0.86,0.82,0.98,0.99
G37165,37165,0.97,0.91,0.71,1,0.99
G37177,37177,0.88,0.46,0.73,0.86,0.88
G38079,38079,0.88,0.87,0.5,0.9,0.91
G45011,45011,0.93,0.99,0.75,0.98,0.99
G45061,45061,0.96,0.45,0.53,0.98,0.92
G46095,46095,0.96,0.66,0.6,0.87,0.92
G47097,47097,0.95,0.93,0.6,0.95,0.97
G48107,48107,0.92,0.99,0.92,0.35,0.94
G48135,48135,0.59,0.52,0.98,0.72,0.79
G48145,48145,0.91,0.47,0.88,1,0.98
G48189,48189,0.88,0.55,0.97,0.86,0.93
G48283,48283,0.56,0.44,0.99,0.89,0.82
G49037,49037,0.92,0.86,0.94,0.88,0.98
G51730,51730,0.93,0.85,0.86,0.89,0.96
G53021,53021,0.74,0.58,0.98,0.78,0.87
G53077,53077,0.84,0.73,0.97,0.79,0.93
G55078,55078,0.72,0.89,0.59,0.51,0.77
G01011,01011,0.98,0.44,0.67,0.76,0.89
G01131,01131,0.99,0.79,0.77,0.62,0.93
G02188,02188,0.91,0.55,0.76,0.97,0.94
G02290,02290,0.89,0.85,0.54,0.78,0.88
G05107,05107,0.98,1,0.57,0.36,0.92
G06029,06029,0.94,0.56,0.98,0.92,0.97
G06031,06031,0.93,0.61,0.98,0.94,0.97
G06047,06047,0.96,0.72,0.99,0.83,0.97
G12027,12027,0.88,0.6,0.95,0.96,0.96
G12039,12039,0.93,0.87,0.94,0.98,0.99
G12059,12059,0.97,0.87,0.42,0.91,0.93
G13003,13003,0.98,0.78,0.94,0.7,0.96
G13049,13049,0.98,0.12,0.91,0.75,0.88
G13071,13071,0.94,0.8,0.94,0.95,0.98
G13093,13093,0.97,0.57,0.87,0.87,0.95
G13141,13141,0.83,0.19,0.59,0.92,0.8
G13309,13309,0.98,0.02,0.51,0.99,0.81
G16033,16033,0.95,0.47,0.97,0.52,0.89
G21025,21025,0.99,0.53,0.01,0.92,0.82
G21051,21051,1,0.55,0.17,0.99,0.91
G21131,21131,0.99,0.33,0.01,0.89,0.77
G21189,21189,0.99,0.92,0.01,0.73,0.84
G21193,21193,0.97,0.87,0.03,0.98,0.91
G22027,22027,0.96,0.69,0.62,0.96,0.95
G22039,22039,0.98,0.98,0.83,0.97,1
G28001,28001,0.98,0.74,0.96,0.97,0.99
G28011,28011,0.98,0.95,0.62,0.84,0.97
G28027,28027,0.98,0.83,0.54,0.82,0.93
G28063,28063,0.97,0.43,0.64,1,0.96
G28079,28079,0.97,0.98,0.87,0.92,0.99
G28083,28083,0.98,0.61,0.8,0.94,0.97
G28119,28119,1,0.89,0.58,0.8,0.95
G28143,28143,0.94,0.68,0.88,0.97,0.97
G29155,29155,0.97,0.99,0.42,0.62,0.93
G30003,30003,0.89,0.51,0.83,0.49,0.83
G37155,37155,0.96,0.87,0.93,0.97,0.99
G38085,38085,0.96,0.59,0.59,0.77,0.88
G42101,42101,0.82,0.55,0.97,0.89,0.92
G45067,45067,0.95,0.94,0.84,0.5,0.93
G46007,46007,0.97,0.68,0.7,0.21,0.79
G46041,46041,0.94,0.51,0.5,0.9,0.88
G46071,46071,0.95,0.75,0.48,1,0.97
G48109,48109,0.96,0.99,0.99,0.88,1
G48141,48141,0.88,0.71,1,0.86,0.95
G48163,48163,0.91,0.7,0.99,0.99,0.99
G48261,48261,0.52,0.96,1,0.22,0.73
G51595,51595,0.98,0.86,0.63,0.87,0.96
G54059,54059,0.98,0.75,0.04,0.65,0.78
G01005,01005,0.98,0.92,0.86,0.99,1
G01063,01063,1,0.97,0.5,0.96,0.99
G01105,01105,0.99,0.96,0.62,0.99,0.99
G02050,02050,0.96,0.56,0.95,0.95,0.97
G04001,04001,0.98,0.8,0.98,0.91,0.99
G05077,05077,0.99,0.71,0.77,0.91,0.97
G06019,06019,0.92,0.69,0.99,0.84,0.96
G06107,06107,0.97,0.63,0.99,0.64,0.94
G12047,12047,0.99,0.76,0.88,0.99,0.99
G13193,13193,0.99,0.33,0.74,0.92,0.93
G13239,13239,0.97,0.94,0.78,0.61,0.94
G13259,13259,0.98,0.19,0.99,0.78,0.92
G21119,21119,0.99,0.41,0.03,0.99,0.85
G21147,21147,1,0.31,0.38,0.91,0.88
G21159,21159,0.99,0.22,0.18,0.98,0.85
G21237,21237,1,0.99,0,0.56,0.86
G22035,22035,0.98,0.32,0.53,0.99,0.94
G28051,28051,1,0.92,0.51,0.97,0.98
G28053,28053,1,0.98,0.54,0.5,0.94
G28103,28103,0.99,0.97,0.54,0.97,0.99
G28133,28133,1,0.54,0.67,0.93,0.95
G28163,28163,0.98,0.94,0.94,0.94,1
G30085,30085,0.91,0.61,0.52,0.91,0.89
G35006,35006,0.96,0.97,0.91,1,1
G35029,35029,0.99,0.95,0.99,0.98,1
G46017,46017,0.99,0.87,0.72,0.88,0.97
G46031,46031,0.97,0.62,0.49,0.59,0.84
G47095,47095,0.98,0.61,0.39,0.95,0.92
G48061,48061,0.96,0.71,1,0.86,0.98
G48215,48215,0.97,0.71,1,0.83,0.98
G48377,48377,0.99,1,1,0.7,1
